Mean_A,Radius_A,Mean_B,Radius_B,overlap,r,r_wuchs,t,t_wuchs,SGC,SSGC,p,p_GLK
METZ_Q3,M,HOL_WEDW,H,75,0.08320576,0.57988506,0.71825360,6.08144166,0.74324324,0.04054054,0.0000285273,NULL
METZ_Q3,M,SARR2_Q1,C,72,0.31739752,0.67142775,2.82026779,7.58034662,0.74647887,0.05633803,0.0000327091,NULL
METZ_Q3,M,SARR2_Q1,M,72,0.00587766,0.68084388,0.04952686,7.77734343,0.74647887,0.04225352,0.0000327091,NULL
MMB_Q1,C,C4A_Q1,M,106,0.33042832,0.50795768,3.58738205,6.01379188,0.70476190,0.00952381,0.0000271227,NULL
MMB_Q1,M,C4A_Q1,M,106,0.40405032,0.53561880,4.52620239,6.46834913,0.71428571,0.00000000,0.0000112545,NULL
NEW_Q1,C,DEU_Q1,C,181,0.52617963,0.52484372,8.30157694,8.24946183,0.71111111,0.06111111,0.0000000147,NULL
NEW_Q1,C,DEU_Q1,M,181,0.45332434,0.57428363,6.82337360,9.38536753,0.70000000,0.05555556,0.0000000803,NULL
NEW_Q1,C,POM4_Q1,C,95,0.51020623,0.50662385,5.75155029,5.66677032,0.72340426,0.04255319,0.0000147782,NULL
NEW_Q1,C,POM4_Q1,M,95,0.35092560,0.50370288,3.63342354,5.62294725,0.73404255,0.03191489,0.0000056722,NULL
NEW_Q1,C,SWP_Q1,C,113,0.56589201,0.60390743,7.26378164,7.98259073,0.71428571,0.07142857,0.0000057447,NULL
NEW_Q1,M,DEU_Q1,M,181,0.49736510,0.54520970,7.69168322,8.70143288,0.70555556,0.03333333,0.0000000348,NULL
NEW_Q1,M,POM4_Q1,C,95,0.47127587,0.52099666,5.18056956,5.88630840,0.70212766,0.06382979,0.0000887694,NULL
NEW_Q1,M,POM4_Q1,M,95,0.49923800,0.50600643,5.58625288,5.65748554,0.71276596,0.03191489,0.0000369633,NULL
NEW_Q1,M,SWP_Q1,C,113,0.48233760,0.55516575,5.82724471,7.03228883,0.72321429,0.05357143,0.0000023062,NULL
NEW_Q1,M,VDMWL_Q1,M,123,-0.20164748,0.63686356,-2.27398096,9.08652716,0.73770492,0.04918033,0.0000001512,NULL
NOVY_Q1,C,IALP_Q1,M,109,0.37140973,0.55875004,4.15716935,6.96913493,0.71296296,0.02777778,0.0000095840,NULL
NOVY_Q2,M,600_Q1,C,85,0.38860348,0.61313291,3.86541135,7.07094904,0.72619048,0.03571429,0.0000338127,NULL
NOVY_Q2,M,600_Q1,M,85,0.40661761,0.59582995,4.07915749,6.75905536,0.72619048,0.01190476,0.0000338127,NULL
NOVY_Q2,M,MEK_Q1,M,85,0.15515846,0.56314987,1.43948353,6.20864009,0.71428571,0.01190476,0.0000856830,NULL
NWH_Q1,C,VEL_Q2,C,117,0.64279410,0.57483945,9.03753513,7.53357057,0.70689655,0.06896552,0.0000083236,NULL
NWH_Q1,C,VOW_Q1,M,71,0.41948529,0.63731017,3.86628345,6.86977053,0.74285714,0.07142857,0.0000482849,NULL
NWH_Q1,M,VOW_Q1,C,71,0.46227770,0.66652330,4.36172232,7.42679505,0.74285714,0.08571429,0.0000482849,NULL
NWH_Q1,M,VOW_Q1,M,71,0.60996396,0.63700082,6.44010203,6.86415790,0.78571429,0.02857143,0.0000017450,NULL
OFBG_Q1,C,HOL_TRRB,H,62,0.57289432,0.71127608,5.45911178,7.83812893,0.80327869,0.01639344,0.0000021652,NULL
OFBG_Q1,M,HOL_TRRB,H,62,0.56475522,0.70260447,5.34484585,7.64825631,0.77049180,0.01639344,0.0000238711,NULL
OSH_Q1,C,FLEV1_Q1,C,80,0.41936356,0.57573332,4.10587064,6.21881794,0.73417722,0.02531646,0.0000314334,NULL
OSH_Q1,C,OSND_Q1,C,214,0.57586563,0.52363115,10.28015430,8.94915042,0.71830986,0.07981221,0.0000000002,NULL
OSH_Q1,C,OSND_Q1,M,214,0.39233404,0.50713321,6.22503245,8.56740664,0.70892019,0.05164319,0.0000000011,NULL
OSND_Q1,C,EMP_Q1,M,155,0.34730139,0.58559227,4.59598034,8.93575744,0.70129870,0.03896104,0.0000005850,NULL
OSND_Q1,C,OSH_Q1,C,214,0.57586563,0.52363115,10.28015430,8.94915042,0.71830986,0.07981221,0.0000000002,NULL
OSND_Q1,M,BHC_Q1,C,184,0.37716209,0.54795774,5.50900965,8.83717970,0.74316940,0.03278689,0.0000000000,NULL
OSND_Q1,M,BHC_Q1,M,184,0.42186660,0.54412144,6.29444194,8.74915721,0.72677596,0.02732240,0.0000000008,NULL
OSND_Q1,M,DEU_Q1,C,59,0.46841711,0.62058829,4.03772310,5.97515653,0.75862069,0.00000000,0.0000817561,NULL
OSND_Q1,M,EMP_Q1,C,155,0.34855683,0.62377271,4.61488695,9.87152651,0.71428571,0.06493506,0.0000001047,NULL
OSND_Q1,M,EMP_Q1,M,155,0.08466987,0.59274888,1.05451209,9.10356837,0.72727273,0.03246753,0.0000000169,NULL
OSND_Q1,M,OSH_Q1,C,214,0.39233404,0.50713321,6.22503245,8.56740664,0.70892019,0.05164319,0.0000000011,NULL
OSND_Q1,M,VALK_Q2,C,192,0.38243888,0.53890028,5.72026020,8.81825271,0.70157068,0.04188482,0.0000000253,NULL
POM3_Q1,M,HOK_Q1,M,147,0.57907923,0.52315894,8.58246960,7.39193638,0.70547945,0.02054795,0.0000006848,NULL
POM4_Q1,C,DMN1_Q1,C,95,0.53240052,0.62443109,6.09788519,7.70957663,0.70212766,0.07446809,0.0000887694,NULL
POM4_Q1,C,NEW_Q1,C,95,0.51020623,0.50662385,5.75155029,5.66677032,0.72340426,0.04255319,0.0000147782,NULL
POM4_Q1,C,NEW_Q1,M,95,0.47127587,0.52099666,5.18056956,5.88630840,0.70212766,0.06382979,0.0000887694,NULL
POM4_Q1,M,DMN1_Q1,C,95,0.30055591,0.63293165,3.05526001,7.88389466,0.72340426,0.04255319,0.0000147782,NULL
POM4_Q1,M,NEW_Q1,C,95,0.35092560,0.50370288,3.63342354,5.62294725,0.73404255,0.03191489,0.0000056722,NULL
POM4_Q1,M,NEW_Q1,M,95,0.49923800,0.50600643,5.58625288,5.65748554,0.71276596,0.03191489,0.0000369633,NULL
POM4_Q1,M,SWP_Q1,C,89,0.28253303,0.52126732,2.76296467,5.69732266,0.80681818,0.01136364,0.0000000086,NULL
RAT_Q1,C,ALC_Q3,C,72,0.47964833,0.57341889,4.60600479,5.85595895,0.73239437,0.05633803,0.0000898887,NULL
RAT_Q1,C,IWRD_Q1,M,84,0.37613222,0.58073271,3.69830921,6.45964289,0.73493976,0.06024096,0.0000186218,NULL
RAT_Q1,C,MAV_Q1,C,102,0.47695246,0.56485598,5.45358312,6.84516679,0.77227723,0.02970297,0.0000000443,NULL
RAT_Q1,C,MAV_Q1,M,102,0.15339742,0.56088040,1.56008926,6.77476198,0.77227723,0.01980198,0.0000000443,NULL
RAT_Q1,M,MAV_Q1,C,102,0.30956693,0.56312707,3.27182901,6.81446382,0.77227723,0.00990099,0.0000000443,NULL
RAT_Q1,M,MAV_Q1,M,102,0.10801380,0.56174393,1.09191365,6.78999580,0.77227723,0.00000000,0.0000000443,NULL
SAND_Q1,C,HORB1_Q1,C,178,0.52465347,0.55415101,8.19914261,8.83169293,0.71751412,0.03954802,0.0000000071,NULL
SAND_Q1,C,HORB1_Q1,M,178,0.35214818,0.53290267,5.00566860,8.35493821,0.72316384,0.04519774,0.0000000029,NULL
SARR2_Q1,C,HOL_TRMB32,H,64,0.48729663,0.53596539,4.42926644,4.99881071,0.76190476,0.04761905,0.0000321596,NULL
SARR2_Q1,C,METZ_Q3,C,72,0.63501953,0.69760240,6.92659789,8.14610167,0.73239437,0.05633803,0.0000898887,NULL
SARR2_Q1,C,METZ_Q3,M,72,0.31739752,0.67142775,2.82026779,7.58034662,0.74647887,0.05633803,0.0000327091,NULL
SARR2_Q1,M,HOL_TRMB32,H,64,0.21655182,0.51250066,1.76060394,4.69954130,0.74603175,0.03174603,0.0000939791,NULL
SARR2_Q1,M,METZ_Q3,M,72,0.00587766,0.68084388,0.04952686,7.77734343,0.74647887,0.04225352,0.0000327091,NULL
SARR2_Q2,M,SARR6_Q1,M,151,0.69276712,0.55622476,11.76523066,8.17006959,0.72000000,0.02000000,0.0000000709,NULL
SARR6_Q1,C,HOL_MBRU,H,100,0.38588955,0.59608241,4.16191363,7.34928867,0.71717172,0.10101010,0.0000154858,NULL
SARR6_Q1,M,HOL_TRRS,H,251,0.25879245,0.57738001,4.23618210,11.15881901,0.70800000,0.04000000,0.0000000000,NULL
SARR6_Q1,M,SARR2_Q2,M,151,0.69276712,0.55622476,11.76523066,8.17006959,0.72000000,0.02000000,0.0000000709,NULL
SAUL_Q1,C,SILL_Q2,C,123,0.44990414,0.50247142,5.56430690,6.39281182,0.70491803,0.05737705,0.0000059887,NULL
SAUL_Q1,C,TROY_Q1,C,123,0.60769893,0.60782119,8.45193754,8.41991268,0.77049180,0.04918033,0.0000000023,NULL
SAUL_Q1,C,TROY_Q1,M,123,0.54472169,0.59140087,7.17448904,8.06744716,0.77049180,0.04098361,0.0000000023,NULL
SAUL_Q1,M,TROY_Q1,C,123,0.45582872,0.60864838,5.65664144,8.43810698,0.75409836,0.06557377,0.0000000199,NULL
SAUL_Q1,M,TROY_Q1,M,123,0.50168870,0.59215820,6.40580786,8.08335128,0.73770492,0.05737705,0.0000001512,NULL
SILL_Q2,C,C4A_Q1,M,123,0.26738448,0.52136136,3.06495335,6.72065273,0.70491803,0.04098361,0.0000059887,NULL
SILL_Q2,C,DAMP_Q1,M,188,0.33501192,0.57527605,4.86218590,9.59182080,0.71122995,0.03208556,0.0000000076,NULL
SILL_Q2,C,HOL_MBUF,H,118,0.26591847,0.57291060,2.98377743,7.52843030,0.70085470,0.05982906,0.0000139180,NULL
SILL_Q2,C,HOL_TRPB,H,68,0.40514271,0.62743798,3.62726111,6.54622990,0.77611940,0.04477612,0.0000061761,NULL
SILL_Q2,C,HOL_TRRS,H,149,0.34159066,0.55345348,4.42159377,8.05670207,0.70270270,0.05405405,0.0000008140,NULL
SILL_Q2,C,SAUL_Q1,C,123,0.44990414,0.50247142,5.56430690,6.39281182,0.70491803,0.05737705,0.0000059887,NULL
SILL_Q2,C,TROY_Q1,C,285,0.60060803,0.59863511,12.65925494,12.57219287,0.72535211,0.04929577,0.0000000000,NULL
SILL_Q2,C,TROY_Q1,M,285,0.40520138,0.58810576,7.46922998,12.23252417,0.70774648,0.04577465,0.0000000000,NULL
SILL_Q2,M,1TN_Q1,C,159,0.39246405,0.55734511,5.36352656,8.41102559,0.72151899,0.01265823,0.0000000256,NULL
SILL_Q2,M,DAMP_Q1,C,188,0.57066124,0.58316885,9.50293739,9.79054990,0.70588235,0.02673797,0.0000000179,NULL
SILL_Q2,M,DAMP_Q1,M,188,0.53953394,0.58199706,8.76286503,9.76078515,0.72727273,0.02673797,0.0000000005,NULL
SILL_Q2,M,FLEV1_Q1,C,80,0.58280378,0.71194598,6.37458892,8.95390228,0.72151899,0.02531646,0.0000822295,NULL
SILL_Q2,M,HOL_MBUF,H,118,0.38848348,0.61634129,4.56027494,8.42968203,0.70940171,0.01709402,0.0000058969,NULL
SILL_Q2,M,HOL_TRPB,H,68,0.37351410,0.59982038,3.29588607,6.09017937,0.80597015,0.01492537,0.0000005473,NULL
SILL_Q2,M,TROY_Q1,C,285,0.51105842,0.60143917,10.01983585,12.66433503,0.73239437,0.02816901,0.0000000000,NULL
SILL_Q2,M,TROY_Q1,M,285,0.33949385,0.59368750,6.08250246,12.41136221,0.72183099,0.02464789,0.0000000000,NULL
SPR_Q1,C,C5A_Q1,C,224,0.78229551,0.71771275,18.75425073,15.35699501,0.74439462,0.07174888,0.0000000000,NULL
SPR_Q1,C,C5A_Q1,M,224,0.58835658,0.64266345,10.86571868,12.49818844,0.73094170,0.04932735,0.0000000000,NULL
SPR_Q1,C,VDMWL_Q2,M,159,0.50119773,0.55745232,7.28038720,8.41337286,0.70886076,0.08227848,0.0000001515,NULL
SPR_Q1,C,VEL_Q2,C,117,0.69487533,0.63537709,10.40706691,8.82367569,0.73275862,0.06896552,0.0000005337,NULL
SPR_Q1,C,VEL_Q2,M,117,0.41906328,0.59779299,4.97099473,7.99677115,0.74137931,0.06896552,0.0000001999,NULL
SPR_Q1,M,C5A_Q1,C,224,0.53642265,0.70206944,9.49167997,14.68961419,0.77130045,0.05381166,0.0000000000,NULL
SPR_Q1,M,C5A_Q1,M,224,0.73774098,0.65319740,16.31919007,12.85338175,0.75784753,0.02242152,0.0000000000,NULL
SPR_Q1,M,VDMM_Q1,C,147,0.43048775,0.50008916,5.76293372,6.95387096,0.70547945,0.02739726,0.0000006848,NULL
SPR_Q1,M,VDMWL_Q2,M,159,0.61434791,0.59889304,9.78693073,9.37042500,0.74050633,0.04430380,0.0000000015,NULL
SPR_Q1,M,VEL_Q2,C,117,0.47837181,0.62129768,5.86708272,8.50292374,0.73275862,0.01724138,0.0000005337,NULL
SPR_Q1,M,VEL_Q2,M,117,0.43370769,0.55285022,5.18412521,7.11483964,0.74137931,0.01724138,0.0000001999,NULL
STF_Q1,C,CUY_Q1,M,102,0.32310623,0.57884208,3.43121869,7.09852741,0.71287129,0.04950495,0.0000188022,NULL
STF_Q1,M,202_Q1,C,93,0.15059548,0.52833275,1.46112456,5.93610276,0.71739130,0.02173913,0.0000304215,NULL
STF_Q1,M,202_Q1,M,93,0.42561765,0.54443959,4.51140140,6.19172899,0.71739130,0.07608696,0.0000304215,NULL
STF_Q1,M,CUY_Q1,M,102,0.72519028,0.54121348,10.58468917,6.43623484,0.70297030,0.02970297,0.0000451031,NULL
SWP_Q1,C,NEW_Q1,C,113,0.56589201,0.60390743,7.26378164,7.98259073,0.71428571,0.07142857,0.0000057447,NULL
SWP_Q1,C,NEW_Q1,M,113,0.48233760,0.55516575,5.82724471,7.03228883,0.72321429,0.05357143,0.0000023062,NULL
SWP_Q1,C,POM4_Q1,M,89,0.28253303,0.52126732,2.76296467,5.69732266,0.80681818,0.01136364,0.0000000086,NULL
SWP_Q1,C,VOW_Q1,M,52,0.44960453,0.50902166,3.59462487,4.18159877,0.80392157,0.00000000,0.0000141921,NULL
SWP_Q1,M,BGA_Q1,C,84,0.26695703,0.50131293,2.52368269,5.24645759,0.72289157,0.03614458,0.0000488049,NULL
TROY_Q1,C,HOL_MBUF,H,124,0.20565149,0.52006764,2.33060130,6.72540245,0.71544715,0.04065041,0.0000017630,NULL
TROY_Q1,C,HOL_TITE,H,84,0.52101536,0.58416997,5.56111631,6.51759463,0.72289157,0.02409639,0.0000488049,NULL
TROY_Q1,C,HOL_TRPB,H,68,0.24808461,0.58150777,2.09619036,5.80695056,0.76119403,0.05970149,0.0000190341,NULL
TROY_Q1,C,SAUL_Q1,C,123,0.60769893,0.60782119,8.45193754,8.41991268,0.77049180,0.04918033,0.0000000023,NULL
TROY_Q1,C,SAUL_Q1,M,123,0.45582872,0.60864838,5.65664144,8.43810698,0.75409836,0.06557377,0.0000000199,NULL
TROY_Q1,C,SILL_Q2,C,285,0.60060803,0.59863511,12.65925494,12.57219287,0.72535211,0.04929577,0.0000000000,NULL
TROY_Q1,C,SILL_Q2,M,285,0.51105842,0.60143917,10.01983585,12.66433503,0.73239437,0.02816901,0.0000000000,NULL
TROY_Q1,M,BOUX_Q1,C,193,0.43575362,0.50806032,6.70837407,8.15204712,0.72916667,0.03645833,0.0000000002,NULL
TROY_Q1,M,BOUX_Q1,M,193,0.23163127,0.50833188,3.29930614,8.15792207,0.72916667,0.03645833,0.0000000002,NULL
TROY_Q1,M,HOL_TRPB,H,68,0.35888884,0.58316855,3.14730422,5.83206354,0.79104478,0.01492537,0.0000018922,NULL
TROY_Q1,M,ILLA_Q1,C,150,0.27231258,0.52123684,3.45455006,7.43031434,0.72483221,0.03355705,0.0000000405,NULL
TROY_Q1,M,ILLA_Q1,M,150,0.04042319,0.56711682,0.49383149,8.37659172,0.72483221,0.03355705,0.0000000405,NULL
TROY_Q1,M,SAUL_Q1,C,123,0.54472169,0.59140087,7.17448904,8.06744716,0.77049180,0.04098361,0.0000000023,NULL
TROY_Q1,M,SAUL_Q1,M,123,0.50168870,0.59215820,6.40580786,8.08335128,0.73770492,0.05737705,0.0000001512,NULL
TROY_Q1,M,SILL_Q2,C,285,0.40520138,0.58810576,7.46922998,12.23252417,0.70774648,0.04577465,0.0000000000,NULL
TROY_Q1,M,SILL_Q2,M,285,0.33949385,0.59368750,6.08250246,12.41136221,0.72183099,0.02464789,0.0000000000,NULL
VALK_Q1,C,VDM2W_Q1,M,127,0.29013213,0.60043457,3.40310414,8.39475027,0.71428571,0.03968254,0.0000015040,NULL
VALK_Q1,C,VDMLR_Q2,C,122,0.52537618,0.52611450,6.79203349,6.77704902,0.73553719,0.04132231,0.0000002197,NULL
VALK_Q1,C,VNW_Q1,C,126,0.75946221,0.75102569,13.05207472,12.66607668,0.76800000,0.05600000,0.0000000021,NULL
VALK_Q1,C,VNW_Q1,M,126,0.67409341,0.84137006,10.20325343,17.33543651,0.83200000,0.04800000,0.0000000000,NULL
VALK_Q1,C,VRW_Q1,C,127,0.55710587,0.57556699,7.53032934,7.86915086,0.71428571,0.05555556,0.0000015040,NULL
VALK_Q1,M,VDM2W_Q1,M,127,0.09394191,0.56212245,1.05917932,7.59892333,0.70634921,0.02380952,0.0000036123,NULL
VALK_Q1,M,VDMLR_Q2,C,122,0.43657977,0.53211074,5.33795861,6.88455745,0.75206612,0.03305785,0.0000000293,NULL
VALK_Q1,M,VDMWL_Q3,M,98,0.27295569,0.62341049,2.79441515,7.81198574,0.73195876,0.00000000,0.0000048992,NULL
VALK_Q1,M,VNW_Q1,C,126,0.59853505,0.69574419,8.35333115,10.78600994,0.72800000,0.04000000,0.0000003428,NULL
VALK_Q1,M,VNW_Q1,M,126,0.76355613,0.86274853,13.22017790,19.00025637,0.84000000,0.03200000,0.0000000000,NULL
VALK_Q1,M,VRW_Q1,C,127,0.43599460,0.55283047,5.43811452,7.41735148,0.70634921,0.03968254,0.0000036123,NULL
VALK_Q2,C,195_Q1,C,152,0.54021587,0.58867499,7.88838372,8.91889667,0.72847682,0.04635762,0.0000000196,NULL
VALK_Q2,C,195_Q1,M,152,0.46014756,0.57984692,6.36868386,8.71661168,0.70198675,0.05960265,0.0000006902,NULL
VALK_Q2,C,1TN_Q1,C,207,0.55043574,0.61478135,9.46275217,11.16058870,0.72330097,0.05825243,0.0000000001,NULL
VALK_Q2,C,HOL_MBUF,H,124,0.21164266,0.57018774,2.40163462,7.66624331,0.71544715,0.02439024,0.0000017630,NULL
VALK_Q2,C,HOL_MRBR,H,138,0.18890683,0.62421385,2.25163850,9.31774601,0.74452555,0.04379562,0.0000000104,NULL
VALK_Q2,C,HOL_TRRB,H,81,0.55273128,0.74678447,5.93234808,9.98030909,0.76250000,0.06250000,0.0000026564,NULL
VALK_Q2,C,OSND_Q1,M,192,0.38243888,0.53890028,5.72026020,8.81825271,0.70157068,0.04188482,0.0000000253,NULL
VALK_Q2,C,VDM2W_Q1,C,207,0.61540689,0.63827494,11.20609365,11.87140258,0.70388350,0.09708738,0.0000000048,NULL
VALK_Q2,C,VDMLR_Q1,C,207,0.56339577,0.58164699,9.78743196,10.23788371,0.71359223,0.07281553,0.0000000009,NULL
VALK_Q2,C,VDMLR_Q1,M,207,0.40436015,0.63934740,6.34557296,11.90512069,0.72815534,0.05339806,0.0000000001,NULL
VALK_Q2,C,VFH_Q2,C,207,0.50909603,0.56200105,8.48939246,9.72829787,0.70873786,0.06310680,0.0000000021,NULL
VALK_Q2,C,VNW_Q1,C,207,0.83764136,0.84460929,22.01018269,22.58749423,0.89320388,0.03398058,0.0000000000,NULL
VALK_Q2,C,VNW_Q1,M,207,0.51296135,0.74823750,8.57674756,16.14807146,0.81067961,0.06310680,0.0000000000,NULL
VALK_Q2,M,195_Q1,C,152,0.24217378,0.58238124,3.06718240,8.77419829,0.70860927,0.07284768,0.0000002946,NULL
VALK_Q2,M,195_Q1,M,152,0.15119577,0.58859849,1.87953216,8.91712306,0.70198675,0.07284768,0.0000006902,NULL
VALK_Q2,M,1TN_Q1,C,207,0.34013543,0.62454454,5.19139088,11.44973195,0.73300971,0.05825243,0.0000000000,NULL
VALK_Q2,M,HOL_MRBR,H,138,0.33044474,0.64199518,4.09795795,9.76496841,0.71532847,0.08759124,0.0000004638,NULL
VALK_Q2,M,HOL_TRRB,H,81,0.16074801,0.71737760,1.45671786,9.15219303,0.76250000,0.07500000,0.0000026564,NULL
VALK_Q2,M,VDM2W_Q1,C,207,0.36053227,0.64303837,5.54771341,12.02206847,0.70388350,0.08737864,0.0000000048,NULL
VALK_Q2,M,VDMLR_Q1,C,207,0.36455101,0.61154254,5.61896960,11.06651775,0.70388350,0.07281553,0.0000000048,NULL
VALK_Q2,M,VDMLR_Q1,M,207,0.66728956,0.67431885,12.85905974,13.07455244,0.71844660,0.05339806,0.0000000004,NULL
VALK_Q2,M,VNW_Q1,C,207,0.52787217,0.84109935,8.92049736,22.26500426,0.83980583,0.07281553,0.0000000000,NULL
VALK_Q2,M,VNW_Q1,M,207,0.77991284,0.81638318,17.88475348,20.24002342,0.83980583,0.02427184,0.0000000000,NULL
VDM2W_Q1,C,1TN_Q1,C,255,0.57100345,0.57080970,11.08511283,11.05770173,0.70472441,0.06299213,0.0000000001,NULL
