"Series_A","Series_B"
"195021","HORB321"
"VEL0004","ALC_QT1"
"VEL0003","ALC_QT1"
"ALC0035","ALC_QT1"
"UDP0001","ALC_QT1"
"VAL0011","ALC_QT1"
"UDP0002","ALC_QT1"
"C5A0203","ALC_QT1"
"VDMM002","ALC_QT1"
"FLEV117","FLEV103"
"MRW0002","FLEV103"
"FLEV129","FLEV103"
"SARR609","FLEV103"
"FLEV112","FLEV103"
"195047","FLEV103"
"FLEV127","FLEV103"
"FLEV_QT1","FLEV103"
"C4A_QT2","FLEV103"
"FLEV106","FLEV103"
"195007","FLEV103"
"FLEV109","FLEV103"
"FLEV128","FLEV103"
"195029","HORB204"
"56302002","HORB204"
"SARR636","SARR635"
"NWH0011","NWH0027"
"ELS0007","NWH0027"
"TROY077","TROY096"
"TROY172","TROY096"
"VEND248","VEND225"
"068015","068085"
"HBW2002","068085"
"068096","068085"
"VAL0014","068085"
"068083","068085"
"195009","068085"
"NOVY125","NOVY119"
"NOVY141","NOVY119"
"OSH0019","NOVY119"
"RHH0001","HOK0005"
"HOK_QT1","HOK0005"
"NKF0001","Y000E02"
"IJS0002","D2A_QT1"
"EMP0014","NEW0013"
"OSH0019","NEW0013"
"NEW0014","NEW0013"
"NEW0004","NEW0013"
"NEW0003","NEW0013"
"WARC202","WARC203"
"BHC0005","BHC0045"
"VEND217","VEND233"
"TROY214","TROY056"
"TROY172","TROY056"
"SILL_QT6","TROY056"
"SILL_QT3","SILL105"
"VDMWL10","SILL105"
"ZLF0009","ZLF0024"
"VOW0013","SPR0005"
"C5A0305","SPR0005"
"LRB0025","SPR0005"
"185343","185347"
"202032","202036"
"202028","202036"
"202021","202036"
"202030","202036"
"VEND174","VEND230"
"VEND093","VEND051"
"068119","068124"
"068026","068124"
"VITT109","VITT106"
"VITT103","VITT106"
"VDMB001","1TN0118"
"VEN_QT1","1TN0118"
"1TN0116","1TN0118"
"VOW0028","OSD_QT1"
"DAAH15A","OSD_QT1"
"METZ616","SARR632"
"202048","LAMA101"
"202046","LAMA101"
"TRAG102","LAMA101"
"195049","ELS0001"
"185021","185020"
"TROY011","TROY215"
"TROY055","TROY215"
"TROY210","TROY215"
"BHC0042","BHC0077"
"VOW0028","BHC0077"
"BHC0073","BHC0077"
"068135","068087"
"068_QT06","068087"
"068072","068087"
"068_QT02","068087"
"068022","068087"
"068_QT05","068087"
"ELS0007","VDMM003"
"STF0008","STF0005"
"068005","068065"
"068063","068065"
"068087","068135"
"068082","068135"
"HRW2003","HRW2004"
"HRW2001","HRW2004"
"DMN1008","DMN4009"
"TROY180","TROY117"
"TROY125","TROY117"
"TROY172","TROY117"
"ZLF0011","ZLF0007"
"ZLF0010","ZLF0007"
"202074","202047"
"185377","185380"
"185031","185380"
"185_QT2","185380"
"185092","185380"
"185021","185380"
"CUY0088","CUY0001"
"CUY0101","CUY0001"
"CUY0044","CUY0001"
"CUY0096","CUY0001"
"CUY0038","CUY0001"
"IWRD543","VDMWL22"
"VEND200","VEND186"
"VEN_QT1","HKL0006"
"ELT0005","ALC0103"
"SILL120","ALC0103"
"MMB0003","ALC0103"
"587_QT1","ALC0103"
"VLD0001","ALC0103"
"F1B0101","F1B0505"
"F1B0503","F1B0505"
"F1B0401","F1B0505"
"F1B0602","F1B0505"
"185380","185377"
"CUY0088","CUY0058"
"CUY0095","CUY0058"
"CUY0061","CUY0058"
"D2B0103","CUY0058"
"CUY0035","CUY0058"
"METZ606","METZ621"
"METZ625","METZ621"
"TROY180","TROY039"
"TROY173","TROY039"
"TROY216","TROY039"
"TROY127","TROY039"
"TROY125","TROY039"
"TROY033","TROY039"
"TROY172","TROY039"
"TROY170","TROY039"
"TROY074","TROY039"
"185060","185143"
"185031","185143"
"185_QT2","185143"
"VFH_QT1","185143"
"185111","185143"
"185034","185143"
"185074","185143"
"068029","BHO0002"
"VEL0003","BHO0002"
"VDMM002","BHO0002"
"SILL117","SILL101"
"ALC_QT1","VEL0004"
"ELS_QT2","VEL0004"
"NWH0036","VEL0004"
"VEL0002","VEL0004"
"185_QT6","185373"
"185372","185373"
"185370","185373"
"VDMB003","VDMWL20"
"LAMA101","202048"
"202046","202048"
"1DH0015","202048"
"VFH0054","202048"
"NOVY130","NOVY124"
"HOK0010","1TN0120"
"ZLF0046","ZLF0027"
"DIF0015","DIFO062"
"DIFO003","DIFO062"
"563014","563M4SEQ"
"563011","563M4SEQ"
"563015","563M4SEQ"
"563012","563M4SEQ"
"563013","563M4SEQ"
"563010a","563M4SEQ"
"VDMLR20","VDMWL53"
"068160","VDMWL53"
"VDM2W23","VDMWL53"
"185375","185384"
"56304005","56304009"
"ZLF2009","ZLF0036"
"ZLF0030","ZLF0036"
"VDM2W03","ZLF0036"
"ZLF_QT1","ZLF0036"
"ZLF2001","ZLF0036"
"ZLF2007","ZLF0036"
"TROY145","TROY148"
"DIF0025","VILE101"
"TROY147","VILE101"
"VEND143","VILE101"
"VEND096","VILE101"
"TROY184","VILE101"
"TROY172","VILE101"
"VEND102","VEND172"
"VEND220","VEND172"
"ELT2004","ELT2001"
"ELT2002","ELT2001"
"068024","ELT2001"
"ELT_QT1","ELT2001"
"202037","202026"
"202045","202026"
"CUY0102","CUY0072"
"NKF0001","NLF0003"
"Y000C01","NLF0003"
"NWH0041","NWH0019"
"1TN0113","1TN0112"
"NOVY119","NOVY125"
"NOVY141","NOVY125"
"NOVY_QT3","NOVY125"
"NOVY150","NOVY125"
"F1B0603","DMN1_QT1"
"VDMW002","DMN1_QT1"
"195025","195004"
"195012","195004"
"195017","195004"
"195015","195004"
"195019","195004"
"195007","195004"
"195026","195004"
"195018","195004"
"185024","185006"
"185_QT1","185006"
"185379","185006"
"ELT0005","VDMW201"
"BHO0001","VDMW201"
"HORB324","VDMW201"
"068024","VDMW201"
"195048","VDMW201"
"NEW0008","NEW_QT1"
"CUY0108","202018"
"202042","202018"
"202070","202018"
"202078","202018"
"202080","202018"
"202110","202018"
"202067","202018"
"202040","202018"
"202116","202018"
"202041","202018"
"VEND232","VEND228"
"185143","185060"
"VEND107","185060"
"185111","185060"
"185321","185060"
"ZLF0036","ZLF2009"
"ZLF0046","ZLF2009"
"ZLF0003","ZLF2009"
"ZLF0030","ZLF2009"
"ZLF2001","ZLF2009"
"ZLF2007","ZLF2009"
"FLEV119","FLEV120"
"FLEV104","FLEV120"
"VEND047","VEND033"
"VEND096","VEND033"
"VEND042","VEND033"
"TROY032","185025"
"VFH0006","5850204"
"VFH_QT4","VFH_QT3"
"195020","195035"
"VIGO102","195035"
"195003","195035"
"195031","195035"
"SARR216","195035"
"195027","195035"
"195017","195035"
"195011","195035"
"FLEV150","195035"
"195010","195035"
"195036","195035"
"195008","195035"
"195015","195035"
"195049","195035"
"195050","195035"
"195022","195035"
"195014","195035"
"VLD0001","195035"
"SILL151","195035"
"195023","195035"
"195007","195035"
"195016","195035"
"195048","195035"
"195009","195035"
"195025","MAP0003"
"195005","MAP0003"
"185024","MAP0003"
"195008","MAP0003"
"MAP0002","MAP0003"
"195050","MAP0003"
"195014","MAP0003"
"195026","MAP0003"
"TROY056","TROY214"
"TROY127","TROY214"
"SILL115","TROY214"
"VDMWL10","VDMWL08"
"202036","202032"
"202042","202032"
"202028","202032"
"SARR215","202032"
"202043","202032"
"SARR635","SARR636"
"VDML203","VDMWL41"
"ALC0103","ELT0005"
"VDMW201","ELT0005"
"VAL0025","ELT0005"
"068139","ELT0005"
"HORB310","ELT0005"
"OFBG_QT3","ELT0005"
"068024","ELT0005"
"OFBG212","ELT0005"
"VFH0013","ELT0005"
"HORB315","ELT0005"
"SAND101","ELT0005"
"SARR214","ELT0005"
"ELT_QT1","ELT0005"
"C4A_QT3","ELT0005"
"VEND122","VEND176"
"VEND213","VEND176"
"VEND037","VEND176"
"TROY180","TROY090"
"TROY173","TROY090"
"HORB336","TROY090"
"TROY216","TROY090"
"TROY092","TROY090"
"TROY127","TROY090"
"IALP062","TROY090"
"TROY176","TROY090"
"TROY172","TROY090"
"TROY025","TROY090"
"FLEV103","FLEV117"
"195008","FLEV117"
"FLEV129","FLEV117"
"FLEV_QT3","FLEV117"
"FLEV_QT1","FLEV117"
"VFH0051","FLEV117"
"TROY172","FLEV117"
"TROY008","FLEV117"
"BAR_QT2","BJG0004"
"BHC0042","BJG0004"
"IJS0003","BJG0004"
"CUY0033","1AH_QT2"
"VEND261","VEND271"
"CUY0097","CUY0086"
"CUY0100","CUY0086"
"CUY0080","CUY0086"
"TROY028","TROY082"
"TROY008","TROY082"
"COS0001","RHW0002"
"C4A0504","5870601"
"185013","185150"
"068031","185150"
"185379","185150"
"SILL_QT3","SILL113"
"185031","185014"
"185015","185014"
"185013","185014"
"185024","185014"
"185374","185014"
"BHO0002","068029"
"068081","068029"
"068_QT02","068029"
"068024","068029"
"068036","068029"
"ELT_QT1","068029"
"1TN0107","1TN0101"
"OSP0003","1TN0101"
"VEN_QT1","1TN0101"
"1TN0099","1TN0101"
"LMH0002","DMN4016"
"068118","DMN4016"
"563006a","DMN4016"
"VNW0005","VDM2W05"
"VDM2W24","VDM2W05"
"F1B0505","F1B0101"
"F1B0601","F1B0101"
"F1B0102","F1B0101"
"F1B0503","F1B0101"
"F1B0301","F1B0101"
"F1B0201","F1B0101"
"F1B0401","F1B0101"
"F1B0402","F1B0101"
"F1B0103","F1B0101"
"F1B0504","F1B0101"
"F1B0602","F1B0101"
"DIFO035","F1B0101"
"F1B0302","F1B0101"
"ABF0021","TROY058"
"DIFO057","DIFO063"
"KNES30a","DIFO063"
"388015","388010"
"388_QT2","388010"
"388_QT1","388010"
"DMN1037","388010"
"DMN1001","388010"
"VDMWL53","VDMLR20"
"VDMWL49","VDMLR20"
"F1B0603","VDMLR20"
"185343","185350"
"185325","185350"
"185_QT3","185350"
"185322","185350"
"185323","185350"
"185342","185350"
"185334","185350"
"185330","185350"
"185108","185350"
"185336","185350"
"185337","185350"
"VEND116","VEND134"
"185380","185031"
"185143","185031"
"185014","185031"
"185013","185031"
"185024","185031"
"VEND107","VEND034"
"VITT103","VEND034"
"SILL123","VEND034"
"VEND255","VEND034"
"VEND037","VEND034"
"VEND042","VEND034"
"VEND196","VEND034"
"195004","195025"
"MAP0003","195025"
"195012","195025"
"195031","195025"
"195005","195025"
"195027","195025"
"195017","195025"
"195011","195025"
"195010","195025"
"195036","195025"
"195008","195025"
"195015","195025"
"195050","195025"
"195022","195025"
"195047","195025"
"195014","195025"
"195019","195025"
"VEND213","195025"
"195023","195025"
"195043","195025"
"195007","195025"
"195016","195025"
"195026","195025"
"195018","195025"
"VFH0015","195025"
"195001","195025"
"195009","195025"
"185370","185378"
"56304004","56304003"
"068063","56304003"
"56304001","56304003"
"HORB309","HORB307"
"195012","195006"
"195036","195006"
"195050","195006"
"195047","195006"
"SPR0002","195006"
"195007","195006"
"195026","195006"
"195018","195006"
"195009","195006"
"1TN0123","OSG0002"
"SILL_QT3","SILL_QT4"
"SILL132","SILL_QT4"
"IWRD577","SILL_QT4"
"NWH0027","NWH0011"
"CAO_QT1","CAO0022"
"DIFO039","185349"
"BAR_QT1","MEK07W1"
"C5A0307","DMW0005"
"BHC0056","BHC0059"
"068022","BHC0059"
"388_QT1","BHC0059"
"388001","BHC0059"
"VFH_QT5","202024"
"ZLF0007","ZLF0011"
"FLEV150","HORB313"
"C5A_QT1","OKF0011"
"C5A_QT2","OKF0011"
"VEND039","NHO0003"
"VEND217","VEND180"
"VEND184","VEND180"
"VEND049","VEND180"
"195035","195020"
"195036","195020"
"195050","195020"
"195022","195020"
"195047","195020"
"195007","195020"
"195026","195020"
"195009","195020"
"195004","195012"
"195025","195012"
"195006","195012"
"195031","195012"
"195027","195012"
"195010","195012"
"195036","195012"
"195008","195012"
"195015","195012"
"195050","195012"
"195022","195012"
"195014","195012"
"195023","195012"
"195007","195012"
"195024","195012"
"195016","195012"
"195026","195012"
"195018","195012"
"195009","195012"
"195035","VIGO102"
"FLEV129","VIGO102"
"C4A_QT2","VIGO102"
"VFH0023","VIGO102"
"195021","VIGO102"
"VEND185","VEND071"
"VEND217","VEND071"
"VEND047","VEND071"
"VEND053","VEND071"
"VEND164","VEND071"
"VEND037","VEND071"
"SARR215","202015"
"ZLF0004","ZLF0025"
"LRC0023","LRC0021"
"VEND168","VEND154"
"VEND069","VEND154"
"VEND255","VEND154"
"VEND221","VEND109"
"VEND102","VEND109"
"IALP065","RHH0003"
"METZ623","METZ624"
"NWH0034","NWH0020"
"NWH0030","NWH0020"
"NWH0028","NWH0020"
"TROY117","TROY180"
"TROY039","TROY180"
"TROY090","TROY180"
"TROY173","TROY180"
"TROY098","TROY180"
"TROY216","TROY180"
"TROY127","TROY180"
"TROY125","TROY180"
"TROY176","TROY180"
"TROY184","TROY180"
"TROY170","TROY180"
"TROY020","TROY180"
"TROY025","TROY180"
"C4A_QT3","TROY180"
"IBYK011","IBYK_QT2"
"VDM2W18","VNW0009"
"VDMWL47","VNW0009"
"TROY039","TROY173"
"TROY090","TROY173"
"TROY180","TROY173"
"TROY221","TROY173"
"TROY216","TROY173"
"TROY176","TROY173"
"TROY172","TROY173"
"TROY008","TROY173"
"TROY020","TROY173"
"TROY025","TROY173"
"195021","1TN0068"
"1TN0072","DAMB112"
"ZLF0003","ZLF0014"
"SIVR101","SIVR107"
"SIVR104","SIVR107"
"SIVR102","SIVR107"
"SIVR103","SIVR107"
"VEND255","VITT107"
"185074","185345"
"388_QT1","BRE0015"
"MEK07W3","1890203"
"1890208","1890203"
"VL05292","VL05271"
"VL05289","VL05271"
"VL05293","DMW0001"
"1TN0097","VDMLR05"
"VILE101","DIF0025"
"DMN1036","DIF0025"
"RHW0002","COS0001"
"195035","195003"
"195017","195003"
"195010","195003"
"195015","195003"
"195050","195003"
"195014","195003"
"195023","195003"
"195043","195003"
"HORB316","195003"
"195016","195003"
"195029","195003"
"195009","195003"
"VEND036","VEND094"
"VEND004","VEND094"
"VEND161","VEND094"
"195035","195031"
"195025","195031"
"195012","195031"
"195017","195031"
"195008","195031"
"195015","195031"
"195050","195031"
"195022","195031"
"FLEV113","195031"
"C4A_QT2","195031"
"195014","195031"
"195019","195031"
"195023","195031"
"195043","195031"
"195007","195031"
"195021","195031"
"195024","195031"
"195026","195031"
"VFH0015","195031"
"195009","195031"
"VFH0041","195031"
"DMN4009","DMN1008"
"CUY0072","CUY0102"
"185347","185343"
"185350","185343"
"185019","185343"
"185325","185343"
"185_QT3","185343"
"185092","185343"
"185322","185343"
"185323","185343"
"185342","185343"
"185321","185343"
"185334","185343"
"185021","185343"
"185336","185343"
"NEW0004","VDMWL26"
"DMW0005","C5A0307"
"ALC0035","C5A0307"
"C5A0104","C5A0307"
"C5A_QT1","C5A0307"
"NOVY_QT4","C5A0307"
"HKL0007","HKL0008"
"VEND071","VEND185"
"VEND181","VEND185"
"VEND047","VEND185"
"VEND255","VEND185"
"VEND042","VEND185"
"185373","185_QT6"
"RHH0001","185_QT6"
"185372","185_QT6"
"185009","185_QT6"
"185370","185_QT6"
"202042","202011"
"202021","202011"
"202116","202011"
"BHC0028","BHC0064"
"202068","202105"
"202039","202105"
"202_QT1","202105"
"202034","202105"
"202067","202105"
"185015","185022"
"185013","185022"
"185024","185022"
"185374","185022"
"MAP0003","195005"
"195025","195005"
"195017","195005"
"195008","195005"
"195015","195005"
"195050","195005"
"195014","195005"
"195023","195005"
"195043","195005"
"195007","195005"
"195021","195005"
"195026","195005"
"195018","195005"
"195052","195005"
"TROY061","TROY080"
"VEND109","VEND221"
"VEND050","VEND221"
"VEND196","VEND221"
"LRC0021","LRC0023"
"C4CRH01","LRC0023"
"NHO0003","VEND039"
"VEND020","VEND039"
"VEND047","VEND039"
"VEND050","VEND039"
"TROY019","VEND039"
"FLEV_QT1","068143"
"195035","SARR216"
"HORB105","SARR216"
"195050","SARR216"
"HORB324","SARR216"
"VFH0028","VFH0019"
"TROY203","TROY095"
"C4A_QT3","TROY095"
"TROY166","TROY095"
"068087","068_QT06"
"068075","068_QT06"
"068072","068_QT06"
"ELT0003","068_QT06"
"068082","068_QT06"
"068032","068_QT06"
"068115","068_QT06"
"068_QT01","068_QT06"
"068120","068_QT06"
"VDMWL53","068160"
"068156","068160"
"VDM2W23","068160"
"HBW0003","068160"
"202042","202101"
"202070","202101"
"202_QT1","202101"
"202110","202101"
"202034","202101"
"202067","202101"
"202081","202101"
"202120","202101"
"202038","202101"
"202018","CUY0108"
"CUY0095","CUY0108"
"VFH0038","600M1"
"BHC0065","600M1"
"BHC0022","600M1"
"DMN1037","600M1"
"NWH0036","NWH0032"
"ALC0053","NWH0032"
"068056","NWH0032"
"NWH0021","NWH0032"
"NWH0033","NWH0032"
"BSN0002","NWH0032"
"DIFO017","WOE0002"
"C4A0901","1DH0039"
"VFH_QT5","1DH0039"
"TROY201","TROY224"
"SILL_QT6","TROY224"
"1TN0090","1TN0076"
"HORB303","HORB306"
"195014","HORB306"
"HORB311","HORB306"
"068134","HORB306"
"NEW0002","SWP0004"
"VEND172","VEND102"
"VEND109","VEND102"
"IALP062","NOVY122"
"ALC0033","NWH0012"
"NWH0007","NWH0012"
"LRC0023","C4CRH01"
"DAMP102","DAMP_QT2"
"SARR216","HORB105"
"HORB328","HORB105"
"HORB336","HORB105"
"HORB324","HORB105"
"C4A_QT2","HORB105"
"195014","HORB105"
"VFH0013","HORB105"
"SAND101","HORB105"
"VFH_QT5","HORB105"
"195035","195027"
"195025","195027"
"195012","195027"
"195008","195027"
"195050","195027"
"195007","195027"
"195026","195027"
"195018","195027"
"195009","195027"
"MMB0001","VDMLR02"
"C5A_QT1","VOW0006"
"STF0019","STF0016"
"195009","5851804"
"1TN0094","1TN0095"
"ELT2001","ELT2004"
"068130","ELT2004"
"ELT2003","ELT2004"
"068024","ELT2004"
"ELT_QT1","ELT2004"
"068083","068049"
"CUY0001","CUY0088"
"CUY0058","CUY0088"
"CUY0061","CUY0088"
"CUY0093","CUY0088"
"CUY0038","CUY0088"
"185014","185015"
"185022","185015"
"202018","202042"
"202032","202042"
"202011","202042"
"202101","202042"
"202070","202042"
"202023","202042"
"202021","202042"
"202052","202042"
"202080","202042"
"202034","202042"
"202067","202042"
"202040","202042"
"202081","202042"
"NWH0035","NWH0013"
"ALB0002","NWH0013"
"NWH0044","NWH0013"
"ELS0007","NWH0013"
"STF0012","STF0007"
"STF0019","STF0007"
"VDMW201","BHO0001"
"VDMW202","BHO0001"
"ZLF0023","ZLF0051"
"VDMLR20","VDMWL49"
"VDMG001","VDMWL49"
"CUY0089","CUY0098"
"CUY0028","CUY0098"
"1TN0084","1TN0086"
"1TN0085","1TN0086"
"DMN4016","LMH0002"
"VEND154","VEND168"
"ELT2003","068089"
"065169","068089"
"DMN1030","068089"
"TROY221","TROY168"
"TROY195","TROY168"
"SAUL103","TROY168"
"TROY196","TROY168"
"TROY172","TROY168"
"1TN0076","1TN0090"
"1TN0108","1TN0090"
"1TN0099","1TN0090"
"DIFO017","DIFO018"
"DIFO043","DIFO018"
"HBW0001","VDMWL12"
"SAUL105","SAUL110"
"VEND021","VEND198"
"VEND210","VEND198"
"ALC0103","SILL120"
"HORB324","SILL120"
"DAMB110","SILL120"
"SILL151","SILL120"
"TROY170","SILL120"
"195024","SILL120"
"SILL146","SILL120"
"185343","185019"
"185034","185019"
"F1B0101","F1B0601"
"F1B0102","F1B0601"
"F1B0503","F1B0601"
"F1B0402","F1B0601"
"F1B0103","F1B0601"
"F1B0504","F1B0601"
"F1B0302","F1B0601"
"185380","185_QT2"
"185143","185_QT2"
"185092","185_QT2"
"185111","185_QT2"
"185039","185_QT2"
"185362","185_QT2"
"185074","185_QT2"
"BHC0056","MEK07W7"
"METZ624","METZ623"
"VDM2W03","VDMWL50"
"SPR0003","SPR0004"
"ALC0035","SPR0004"
"C5A0104","SPR0004"
"SPR0005","VOW0013"
"NOVY141","NOVY118"
"NOVY_QT3","NOVY118"
"NOVY_QT5","NOVY118"
"NOVY108","NOVY118"
"ILLA203","FLEV118"
"FLEV119","FLEV118"
"FLEV104","FLEV118"
"NOVY108","FLEV118"
"VILE101","TROY147"
"BJG0002","VEND045"
"195004","195017"
"195035","195017"
"195025","195017"
"195003","195017"
"195031","195017"
"195005","195017"
"195010","195017"
"195036","195017"
"195008","195017"
"195015","195017"
"195050","195017"
"195022","195017"
"195023","195017"
"195043","195017"
"195007","195017"
"195021","195017"
"195024","195017"
"195016","195017"
"195026","195017"
"195033","195017"
"195001","195017"
"195009","195017"
"VEND032","VEND028"
"CUY0001","CUY0101"
"NWH0028","NWH0006"
"VFH0027","VFH0009"
"068083","VFH0009"
"068_QT04","VFH0009"
"NWH0013","NWH0035"
"NWH0042","NWH0035"
"ALB0002","NWH0035"
"NWH0039","NWH0035"
"NWH0004","NWH0035"
"ELT0005","VAL0025"
"195015","VAL0025"
"195050","VAL0025"
"VFH0013","VAL0025"
"C4A_QT3","VAL0025"
"METZ618","METZ626"
"HORB105","HORB328"
"195053","HORB328"
"195014","HORB328"
"068148","068147"
"1TN0090","1TN0108"
"HORB320","1TN0108"
"195009","VEND117"
"VDMWL03","VRW0007"
"DIFO044","VRW0001"
"VFH0037","VDM0001"
"NWH0038","VDM0001"
"C5A0305","VDM0001"
"UDP0005","VDM0001"
"C5A0104","VDM0001"
"C5A_QT1","VDM0001"
"C5A0203","VDM0001"
"LRB0025","VDM0001"
"FLEV103","MRW0002"
"MMB0003","MRW0002"
"FLEV127","MRW0002"
"FLEV_QT1","MRW0002"
"TREM101","MRW0002"
"VLD0001","MRW0002"
"SILL151","MRW0002"
"SILL139","MRW0002"
"FLEV109","MRW0002"
"MMB0015","MRW0002"
"TROY007","MRW0002"
"SILL146","MRW0002"
"068085","068015"
"068094","068015"
"068096","068015"
"GEP0007","GEP_QT1"
"GEP0028","GEP_QT1"
"ZLF0027","ZLF0046"
"ZLF2009","ZLF0046"
"ZLF0003","ZLF0046"
"ATT_QT1","PLIC101"
"FLEV150","FLEV_QT2"
"FLEV129","FLEV_QT2"
"FLEV106","FLEV_QT2"
"VFH0047","FLEV_QT2"
"FLEV128","FLEV_QT2"
"CUY0061","CUY0103"
"VFH0009","VFH0027"
"ELT0003","VFH0027"
"1DH0015","VFH0027"
"VFH0013","VFH0027"
"202045","VFH0027"
"VEND233","VEND217"
"VEND180","VEND217"
"VEND071","VEND217"
"VEND181","VEND217"
"VEND219","VEND217"
"VEND184","VEND217"
"VEND049","VEND217"
"VEND232","VEND217"
"VEND220","VEND217"
"SILL_QT6","VEND217"
"CUY0058","CUY0095"
"CUY0108","CUY0095"
"CUY0028","CUY0095"
"185150","185013"
"185014","185013"
"185031","185013"
"185022","185013"
"185024","185013"
"185374","185013"
"CUY0044","CUY0022"
"CUY0030","CUY0022"
"CUY0080","CUY0022"
"VDMLR15","VDM2W17"
"IWRD577","VDM2W17"
"VDM2W33","VDM2W17"
"1GD0003","VDM2W17"
"VDM2W07","VDM2W17"
"VNW0001","VDM2W17"
"TROY096","TROY077"
"TROY028","TROY077"
"RAT0001","VDMWL06"
"VDMWL07","VDMWL06"
"SARR632","METZ616"
"GEP_QT1","GEP0007"
"GEP0028","GEP0007"
"CUY0033","GEP0007"
"C4A0601","FLEV137"
"FLEV150","FLEV137"
"TROY083","FLEV137"
"TROY018","FLEV137"
"C4A_QT2","FLEV137"
"FLEV106","FLEV137"
"FLEV128","FLEV137"
"SILL111","SILL110"
"185350","185325"
"185343","185325"
"185_QT3","185325"
"185322","185325"
"185323","185325"
"185342","185325"
"185330","185325"
"185332","185325"
"185108","185325"
"185336","185325"
"185126","185325"
"CUY0066","CUY0031"
"202023","OUD2215"
"202116","OUD2215"
"F1B0101","F1B0102"
"F1B0601","F1B0102"
"F1B0503","F1B0102"
"F1B0201","F1B0102"
"F1B0402","F1B0102"
"F1B0103","F1B0102"
"F1B0504","F1B0102"
"F1B0602","F1B0102"
"F1B0302","F1B0102"
"TROY180","TROY098"
"VEND243","VEND245"
"ELT2004","068130"
"MMB_QT1","WOE0008"
"VDMWL23","WOE0008"
"ALC0035","ALC0049"
"VDMWL22","IWRD543"
"DMN1_QT2","IWRD543"
"CUY0001","CUY0044"
"CUY0022","CUY0044"
"CUY0030","CUY0044"
"D2B0103","CUY0044"
"CUY0037","CUY0044"
"SARR629","UDP0003"
"VEL0002","UDP0003"
"DIFO044","ABC0006"
"ABF0015","ABC0006"
"ABF0021","ABF0005"
"1890208","1890205"
"FLEV137","C4A0601"
"TROY208","C4A0601"
"WOE0002","DIFO017"
"DIFO018","DIFO017"
"DIFO044","DIFO017"
"DMN1_QT1","F1B0603"
"VDMLR20","F1B0603"
"F1B0503","F1B0603"
"F1B0301","F1B0603"
"F1B0401","F1B0603"
"F1B0402","F1B0603"
"F1B0302","F1B0603"
"068002","WS3_QT1"
"CUY0022","CUY0030"
"CUY0044","CUY0030"
"IBYK008","CUY0030"
"CUY0080","CUY0030"
"CUY0038","CUY0030"
"VEND196","DAMP105"
"068160","068156"
"VDMLR16","068156"
"VDM2W23","068156"
"202018","202070"
"202101","202070"
"202042","202070"
"202023","202070"
"202080","202070"
"202110","202070"
"202034","202070"
"202067","202070"
"202040","202070"
"202116","202070"
"202081","202070"
"202038","202070"
"VFH0024","068009"
"ELS_QT2","1TN0096"
"VLD0001","1TN0096"
"195021","1TN0096"
"1TN0074","1TN0096"
"WARC203","WARC202"
"OUD2245","OUD2273"
