"Series_A","Series_B"
"6001005","BHC0058"
"1TN0095","1TN0094"
"F1B0505","F1B0503"
"F1B0101","F1B0503"
"F1B0601","F1B0503"
"F1B0102","F1B0503"
"F1B0603","F1B0503"
"F1B0301","F1B0503"
"VFH0037","F1B0503"
"F1B0401","F1B0503"
"F1B0402","F1B0503"
"MRW0003","F1B0503"
"F1B0103","F1B0503"
"F1B0502","F1B0503"
"F1B0504","F1B0503"
"F1B0602","F1B0503"
"F1B0302","F1B0503"
"TROY172","TROY222"
"VDMLR05","1TN0097"
"195035","195011"
"195025","195011"
"VDM2W13","195011"
"C4A1701","195011"
"195028","195011"
"195022","195011"
"195023","195011"
"VFH0036","195011"
"VFH_QT5","195011"
"C4A_QT3","195011"
"195009","195011"
"068_QT02","068144"
"068034","068144"
"ELT_QT1","068144"
"DIFO018","DIFO043"
"DIFO046","DIFO043"
"DIFO057","DIFO043"
"FLEV107","FLEV121"
"FLEV104","FLEV121"
"VEND270","VEND016"
"VEND240","VEND016"
"VEND018","VEND016"
"GVE0001","GVE0002"
"DIFO043","DIFO046"
"VEND230","VEND174"
"VEND069","VEND174"
"VEND181","VEND174"
"NOVY141","VEND174"
"VEND157","VEND174"
"VEND142","VEND174"
"VEND047","VEND174"
"VEND255","VEND174"
"VEND042","VEND174"
"VEND196","VEND174"
"068034","068033"
"VEND009","VEND155"
"VEND154","VEND069"
"VEND174","VEND069"
"VEND255","VEND069"
"VEND053","VEND069"
"VL05293","VL05291"
"VFH0011","POM3003"
"DIFO036","DIFO026"
"DIFO054","DIFO026"
"195022","1TN0067"
"195047","1TN0067"
"195018","1TN0067"
"NWH0020","NWH0034"
"CUY0061","1AH_QT1"
"CUY0097","1AH_QT1"
"CUY0028","1AH_QT1"
"GEN_QT1","1AH_QT1"
"TROY224","TROY201"
"SILL_QT6","TROY201"
"TROY066","TROY201"
"TROY020","TROY201"
"ZLF0037","TROY201"
"VEND232","VEND062"
"202047","202074"
"CUY0033","CUY0068"
"CUY0038","CUY0068"
"FLEV118","ILLA203"
"NOVY108","ILLA203"
"VEND050","NOVY107"
"VEND198","VEND021"
"D2B0103","GEN0011"
"F1B0101","F1B0301"
"F1B0603","F1B0301"
"F1B0503","F1B0301"
"VFH0037","F1B0301"
"F1B0401","F1B0301"
"F1B0402","F1B0301"
"F1B0103","F1B0301"
"MEH0011","F1B0301"
"F1B0502","F1B0301"
"F1B0602","F1B0301"
"F1B0302","F1B0301"
"VFH_QT4","VFH0018"
"VFH0010","VFH0018"
"VITT106","VITT109"
"TROY090","HORB336"
"HORB105","HORB336"
"TROY216","HORB336"
"195026","TROY036"
"202105","202068"
"202034","202068"
"202072","202068"
"VEND107","VEND089"
"185006","185024"
"MAP0003","185024"
"185014","185024"
"185031","185024"
"185022","185024"
"185013","185024"
"NOVY105","NOVY117"
"NOVY130","NOVY117"
"NOVY126","NOVY117"
"NOVY150","NOVY117"
"D2B0103","CUY0049"
"CUY0033","CUY0049"
"STF0022","CUY0049"
"IWRD543","DMN1_QT2"
"388009","DMN1_QT2"
"202036","202028"
"202032","202028"
"202020","202028"
"195035","FLEV150"
"HORB313","FLEV150"
"FLEV_QT2","FLEV150"
"FLEV137","FLEV150"
"195053","FLEV150"
"FLEV129","FLEV150"
"FLEV106","FLEV150"
"FLEV101","FLEV150"
"FLEV128","FLEV150"
"VEND181","VEND095"
"VEND073","VEND095"
"OSG0002","1TN0123"
"1TN0119","1TN0123"
"SILL151","BAR0006"
"202018","202078"
"202116","202078"
"202081","202078"
"VEND232","VEND241"
"ELT2001","ELT2002"
"ELT0003","ELT2002"
"068024","ELT2002"
"068100","ELT2002"
"ELT0001","ELT2002"
"ELT_QT1","ELT2002"
"FLEV137","TROY083"
"TROY216","TROY083"
"TROY172","TROY083"
"TROY049","TROY083"
"DIFO035","TROY083"
"TROY084","TROY083"
"IALP065","DMN4_QT1"
"CUY0058","CUY0061"
"CUY0088","CUY0061"
"CUY0103","CUY0061"
"1AH_QT1","CUY0061"
"CUY0089","CUY0061"
"GEN_QT1","CUY0061"
"FLEV107","TROY099"
"VEND255","TROY099"
"SILL_QT6","TROY099"
"TROY221","TROY174"
"TROY172","TROY174"
"GEP_QT1","GEP0028"
"GEP0007","GEP0028"
"CUY0058","D2B0103"
"CUY0044","D2B0103"
"GEN0011","D2B0103"
"CUY0049","D2B0103"
"GEN0012","D2B0103"
"CUY0033","D2B0103"
"NOVY_QT5","NOVY116"
"METZ618","202051"
"068_QT06","068075"
"068072","068075"
"068082","068075"
"068_QT01","068075"
"SARR620","HORB206"
"TROY216","TROY105"
"TROY092","TROY105"
"TROY127","TROY105"
"TROY125","TROY105"
"TROY025","TROY105"
"TROY013","TROY105"
"MEH0001","OSD0017"
"VDMW202","OSD0017"
"C4A_QT3","068140"
"VEND133","VEND195"
"VEND194","VEND195"
"068147","068148"
"CUY0086","CUY0097"
"1AH_QT1","CUY0097"
"GEN_QT1","CUY0097"
"CUY0037","CUY0097"
"VFH_QT1","VFH0061"
"VFH0034","VFH0061"
"C4A_QT3","VFH0061"
"VFH0060","VFH0061"
"VEND185","VEND181"
"VEND217","VEND181"
"VEND174","VEND181"
"VEND095","VEND181"
"VEND150","VEND181"
"VEND232","VEND181"
"VEND255","VEND181"
"RAT0002","ALC0002"
"VDMWL05","ALC0002"
"C5A_QT1","ALC0002"
"SEME102","ALC0002"
"VOW0039","ALC0002"
"VFH0010","VFH0042"
"VDM0001","VFH0037"
"F1B0503","VFH0037"
"F1B0301","VFH0037"
"F1B0401","VFH0037"
"VFH0033","VFH0037"
"DMN1036","VFH0037"
"VFH0050","VFH0039"
"195035","195010"
"195025","195010"
"195012","195010"
"195003","195010"
"195017","195010"
"195036","195010"
"195008","195010"
"195015","195010"
"195049","195010"
"195050","195010"
"195014","195010"
"195023","195010"
"C4A0201","195010"
"195007","195010"
"195021","195010"
"195016","195010"
"195026","195010"
"195029","195010"
"195018","195010"
"195033","195010"
"VFH0015","195010"
"195001","195010"
"195009","195010"
"EMP0012","EMP0010"
"VDMWL31","LIW_QT1"
"BGA0003","LIW_QT1"
"MELINP5","1890308"
"F1B0101","F1B0201"
"F1B0102","F1B0201"
"F1B0103","F1B0201"
"F1B0602","F1B0201"
"VFH0035","TROY143"
"068141","TROY143"
"SILL115","TROY143"
"VDMLR15","VNW0003"
"IWRD577","VNW0003"
"195035","195036"
"195025","195036"
"195006","195036"
"195020","195036"
"195012","195036"
"195017","195036"
"195010","195036"
"195008","195036"
"195015","195036"
"195050","195036"
"195028","195036"
"195014","195036"
"195019","195036"
"195023","195036"
"195043","195036"
"195007","195036"
"195016","195036"
"195026","195036"
"195052","195036"
"195001","195036"
"195009","195036"
"HORB306","HORB303"
"ZLF0007","ZLF0010"
"TROY215","TROY011"
"202105","202039"
"202080","202039"
"202_QT1","202039"
"202110","202039"
"202117","202039"
"VDMWL41","VDML203"
"VEL0004","ELS_QT2"
"1TN0096","ELS_QT2"
"185039","ELS_QT2"
"TROY173","TROY221"
"TROY168","TROY221"
"TROY174","TROY221"
"TROY195","TROY221"
"NOVY141","TROY221"
"FLEV_QT3","TROY221"
"METZ647","TROY221"
"ALC_QT1","VEL0003"
"BHO0002","VEL0003"
"MEH0001","VEL0003"
"ALB0002","VEL0003"
"VEL0002","VEL0003"
"TROY084","TROY138"
"VDM0001","NWH0038"
"C5A0104","NWH0038"
"NWH0036","NWH0038"
"VOW0005","NWH0038"
"NWH0009","NWH0038"
"ELT0005","068139"
"068138","068139"
"TROY081","TROY027"
"EMP0014","MAV0001"
"RAT0003","MAV0001"
"OKF_QT1","MAV0001"
"METZ615","MAV0001"
"1890204","D2A_QT2"
"195035","195008"
"MAP0003","195008"
"FLEV117","195008"
"195025","195008"
"195012","195008"
"195031","195008"
"195005","195008"
"195027","195008"
"195017","195008"
"195010","195008"
"195036","195008"
"195015","195008"
"TROY208","195008"
"195050","195008"
"195028","195008"
"195022","195008"
"195047","195008"
"C4A_QT2","195008"
"195014","195008"
"195019","195008"
"VNW0004","195008"
"195023","195008"
"195043","195008"
"C4A0201","195008"
"195007","195008"
"195021","195008"
"195016","195008"
"195026","195008"
"MMB0011","195008"
"VFH0015","195008"
"195009","195008"
"VNW0001","195008"
"388_QT1","5850206"
"TROY168","TROY195"
"TROY221","TROY195"
"TROY172","TROY195"
"195004","195015"
"195035","195015"
"195025","195015"
"195012","195015"
"195003","195015"
"195031","195015"
"195005","195015"
"195017","195015"
"VAL0025","195015"
"195010","195015"
"195036","195015"
"195008","195015"
"195050","195015"
"195022","195015"
"195014","195015"
"TREM101","195015"
"195023","195015"
"195043","195015"
"195007","195015"
"195032","195015"
"195021","195015"
"195024","195015"
"195016","195015"
"195026","195015"
"195009","195015"
"GMW0002","GMW_QT1"
"ZLF0003","ZLF0052"
"NEW0013","EMP0014"
"MAV0001","EMP0014"
"RAT0002","EMP0014"
"ZLF_QT1","EMP0014"
"NOVY119","NOVY141"
"NOVY125","NOVY141"
"NOVY118","NOVY141"
"VEND174","NOVY141"
"TROY221","NOVY141"
"TROY208","NOVY141"
"TROY216","NOVY141"
"NOVY_QT3","NOVY141"
"NOVY_QT5","NOVY141"
"TROY020","NOVY141"
"NOVY150","NOVY141"
"TROY215","TROY055"
"TROY137","TROY055"
"VEND004","TROY055"
"VL00373","TROY055"
"SILL_QT6","TROY055"
"TROY053","TROY055"
"TROY072","TROY055"
"LUPP101","TROY055"
"ELS0001","195049"
"195035","195049"
"195010","195049"
"C4A_QT2","195049"
"195014","195049"
"195030","195049"
"1890102","195049"
"195048","195049"
"1TN0102","195049"
"F2A0101","195049"
"195009","195049"
"068005","068007"
"CUY0034","WHN_QT3"
"STF0012","STF0004"
"STF0010","STF0004"
"1TN0085","STF0004"
"SPR0004","SPR0003"
"ALC0035","SPR0003"
"C5A0104","SPR0003"
"IJS0003","SPR0003"
"SPR0002","SPR0003"
"VAL0011","SPR0003"
"C5A0203","SPR0003"
"C5A0201","SPR0003"
"C5A0101","SPR0003"
"185362","SPR0003"
"C5A_QT2","SPR0003"
"LRB0032","SPR0003"
"SPR0001","SPR0003"
"VEND143","VEND165"
"VEND157","VEND165"
"VEND270","VEND165"
"VEND120","VEND165"
"VILE101","VEND143"
"VEND165","VEND143"
"185_QT3","VEND143"
"SILL_QT6","VEND143"
"F2A0101","VEND143"
"185370","HOK0001"
"VFH0019","VFH0028"
"ALC0103","MMB0003"
"MRW0002","MMB0003"
"VDM2W13","MMB0003"
"195050","MMB0003"
"FLEV106","MMB0003"
"STF0011","STF0017"
"OSD0017","MEH0001"
"VEL0003","MEH0001"
"FLEV_QT1","MEH0001"
"ELS0006","MEH0001"
"ELS0007","MEH0001"
"VEL0002","MEH0001"
"195001","VEND192"
"VEND184","AUTR201"
"HORB328","195053"
"FLEV150","195053"
"195014","195053"
"195019","195053"
"VNW0001","195053"
"HRW3_QT1","WHN0011"
"C5A0101","C5A0306"
"VEND198","VEND210"
"195011","VDM2W13"
"MMB0003","VDM2W13"
"VNW0005","VDM2W13"
"NWH0035","NWH0042"
"NWH0026","NWH0042"
"NWH0039","NWH0042"
"NWH0020","NWH0030"
"NWH0028","NWH0030"
"ALC0075","NWH0030"
"185349","DIFO039"
"BHO0001","VDMW202"
"OSD0017","VDMW202"
"1TN0101","1TN0107"
"068009","VFH0024"
"068042","VFH0024"
"HKL_QT1","BSK0002"
"F2A0101","BSK0002"
"1TN0086","1TN0084"
"1TN0085","1TN0084"
"DIFO062","DIF0015"
"WEF0013","DIF0015"
"TREM101","FLEV122"
"TROY019","FLEV122"
"FLEV104","FLEV122"
"SPR0005","C5A0305"
"VDM0001","C5A0305"
"C5A0104","C5A0305"
"VAL0022","C5A0305"
"C5A_QT1","C5A0305"
"LRB0025","C5A0305"
"VOW0005","C5A0305"
"C5A0202","C5A0305"
"C5A_QT2","C5A0305"
"LRB0032","C5A0305"
"SPR0001","C5A0305"
"MAV0001","RAT0003"
"202042","202023"
"OUD2215","202023"
"202070","202023"
"202080","202023"
"202034","202023"
"202067","202023"
"202040","202023"
"202116","202023"
"202081","202023"
"202120","202023"
"068085","HBW2002"
"DIFO003","DIFO009"
"202036","202021"
"202011","202021"
"202042","202021"
"202108","202021"
"202116","202021"
"BRE0010","BRE0011"
"METZ640","METZ638"
"OSN0004","OSD_QT3"
"C4A0601","TROY208"
"195008","TROY208"
"NOVY141","TROY208"
"TROY216","TROY208"
"C4A_QT2","TROY208"
"VFH0051","TROY208"
"C4A0201","TROY208"
"TROY019","TROY208"
"SILL_QT6","TROY208"
"NEW0014","TROY208"
"METZ647","TROY208"
"TROY013","TROY208"
"VNW0001","TROY208"
"VEN_QT1","VEN0001"
"F1B0505","F1B0401"
"F1B0101","F1B0401"
"F1B0603","F1B0401"
"F1B0503","F1B0401"
"F1B0301","F1B0401"
"VFH0037","F1B0401"
"F1B0402","F1B0401"
"F1B0502","F1B0401"
"IWRD577","F1B0401"
"F1B0602","F1B0401"
"F1B0302","F1B0401"
"TROY039","TROY216"
"TROY090","TROY216"
"TROY180","TROY216"
"TROY173","TROY216"
"HORB336","TROY216"
"TROY083","TROY216"
"TROY105","TROY216"
"NOVY141","TROY216"
"TROY208","TROY216"
"TROY094","TROY216"
"TROY127","TROY216"
"TROY172","TROY216"
"TROY019","TROY216"
"TROY049","TROY216"
"SILL_QT6","TROY216"
"C4A_QT3","TROY216"
"ZLF2009","ZLF0003"
"ZLF0014","ZLF0003"
"ZLF0046","ZLF0003"
"ZLF0052","ZLF0003"
"ZLF0030","ZLF0003"
"ZLF2001","ZLF0003"
"ZLF0057","ZLF0003"
"HOK0005","RHH0001"
"185_QT6","RHH0001"
"VEND088","RHH0001"
"VEND181","VEND150"
"VEND036","VEND150"
"VEND032","VEND150"
"VEND037","VEND150"
"VEND042","VEND008"
"VEND176","VEND122"
"VEND164","VEND122"
"VNW0009","VDM2W18"
"VDMLR04","VDM2W18"
"VDM2W17","VDMLR15"
"VNW0003","VDMLR15"
"195007","VDMLR15"
"1GD0003","VDMLR15"
"VNW0001","VDMLR15"
"56304003","56304004"
"56304001","56304004"
"HOK0010","56304004"
"OSP0008","VDMS102"
"ZLF0051","ZLF0023"
"ZLF0001","ZLF0023"
"ZLF0049","ZLF0023"
"ZLF0026","ZLF0023"
"BJG0004","BAR_QT2"
"MEK07W3","BAR_QT2"
"BJG0002","BAR_QT2"
"C5A0104","C5A_QT3"
"TROY131","TROY128"
"SIVR107","SIVR101"
"SIVR104","SIVR101"
"SIVR102","SIVR101"
"TROY085","VEND274"
"VEND263","VEND274"
"VDM2W18","VDMLR04"
"MELINP5","1890301"
"STF0007","STF0012"
"STF0004","STF0012"
"STF0019","STF0012"
"STF0015","STF0012"
"STF0018","STF0012"
"POM3003","VFH0011"
"VEND214","VEND227"
"VEND070","VEND227"
"TROY018","TROY197"
"UDP0003","SARR629"
"202085","202118"
"STF0018","202118"
"SILL105","SILL_QT3"
"SILL113","SILL_QT3"
"SILL_QT4","SILL_QT3"
"SILL132","SILL_QT3"
"SILL102","SILL_QT3"
"SILL_QT5","SILL_QT3"
"SILL_QT2","SILL_QT3"
"OSP0009","BHC0039"
"BHC_QT1","BHC_QT4"
"DAAH01","BHC_QT4"
"VEND227","VEND214"
"VEND249","VEND214"
"202118","202085"
"VEND020","VEND206"
"DMN4016","068118"
"TROY082","TROY028"
"TROY077","TROY028"
"TROY089","TROY028"
"ABC0004","ABC0002"
"185143","VFH_QT1"
"VFH0061","VFH_QT1"
"ELT2003","VFH_QT1"
"VFH0054","VFH_QT1"
"1TN0112","1TN0113"
"ELT2004","ELT2003"
"068089","ELT2003"
"VFH_QT1","ELT2003"
"ELT0003","ELT2003"
"SARR616","ELT2003"
"VFH0013","ELT2003"
"068029","068081"
"068072","068081"
"ELT0003","068081"
"068_QT02","068081"
"068024","068081"
"068036","068081"
"388010","388015"
"388_QT2","388015"
"388_QT1","388015"
"DMN1037","388015"
"388008","388015"
"388009","388015"
"ERST202","ERST201"
"HKL0001","HKL0005"
"VL05271","VL05292"
"VL05293","VL05292"
"068025","VEND048"
"TROY217","TROY110"
"ALC0002","RAT0002"
"EMP0014","RAT0002"
"VOW0001","RAT0002"
"C5A0104","RAT0002"
"SWP0002","RAT0002"
"ZLF0050","RAT0002"
"ZLF0036","ZLF0030"
"ZLF2009","ZLF0030"
"ZLF0003","ZLF0030"
"ZLF0017","ZLF0030"
"TROY032","TROY200"
"ZLF0036","VDM2W03"
"VDMWL50","VDM2W03"
"OSP_QT1","VDM2W03"
"VNW0005","VDM2W03"
"IWRD577","VDM2W03"
"ALC0103","587_QT1"
"563005","587_QT1"
"185350","185_QT3"
"185343","185_QT3"
"185325","185_QT3"
"VEND143","185_QT3"
"185322","185_QT3"
"185342","185_QT3"
"185334","185_QT3"
"185330","185_QT3"
"185332","185_QT3"
"185108","185_QT3"
"185336","185_QT3"
"185126","185_QT3"
"TROY143","VFH0035"
"VFH0049","VFH0035"
"195050","VFH0035"
"OFBG212","VFH0035"
"068023","VFH0035"
"C4A_QT3","VFH0035"
"NWH0020","NWH0028"
"NWH0006","NWH0028"
"NWH0030","NWH0028"
"NWH0044","NWH0028"
"NWH0036","NWH0028"
"5851808","POM3011"
"TROY216","TROY094"
"DMN4002","HOK0002"
"SWP0002","HOK0002"
"F1B0101","F1B0402"
"F1B0601","F1B0402"
"F1B0102","F1B0402"
"F1B0603","F1B0402"
"F1B0503","F1B0402"
"F1B0301","F1B0402"
"F1B0401","F1B0402"
"F1B0103","F1B0402"
"F1B0502","F1B0402"
"F1B0504","F1B0402"
"F1B0602","F1B0402"
"F1B0302","F1B0402"
"1TN0106","1TN0105"
"F1B0503","MRW0003"
"F1B0602","MRW0003"
"068087","068072"
"068_QT06","068072"
"068075","068072"
"068081","068072"
"ELT0003","068072"
"068082","068072"
"068_QT02","068072"
"068022","068072"
"068115","068072"
"068_QT01","068072"
"068024","068072"
"VEND184","VEND066"
"VEND049","VEND066"
"VEND065","VEND066"
"VNW0005","IWRD578"
"IWRD577","IWRD578"
"BGA0003","IWRD578"
"600M1","VFH0038"
"NOVY134","VFH0038"
"VRW0007","VDMWL03"
"ALC0035","VDMWL03"
"ALB0001","VDMWL03"
"OSH0025","NIZ0016"
"C4A_QT3","NIZ0016"
"195011","C4A1701"
"VFH0013","C4A1701"
"C4A0504","C4A1701"
"068129","HOK0012"
"068015","068094"
"068063","068094"
"068093","068094"
"TROY130","TROY164"
"NEW_QT1","NEW0008"
"HKL0005","HKL0001"
"HKL0007","HKL0001"
"TROY171","TROY001"
"HRW2004","HRW2003"
"HRW_QT1","HRW2003"
"HRW2001","HRW2003"
"BHC0077","BHC0042"
"BJG0004","BHC0042"
"185060","VEND107"
"VEND034","VEND107"
"VEND089","VEND107"
"VEND142","VEND107"
"MEK07O3","VEND107"
"VEND161","VEND107"
"RAT0002","VOW0001"
"C5A_QT1","VOW0001"
"VRW0008","VOW0001"
"1890203","MEK07W3"
"BAR_QT2","MEK07W3"
"VEND161","MEK07W3"
"VITT106","VITT103"
"VEND034","VITT103"
"OSD0009","VDMWL01"
"TROY090","TROY092"
"TROY105","TROY092"
"TROY088","TROY092"
"388009","388007"
"MAP0003","MAP0002"
"195050","MAP0002"
"VEND053","MAP0002"
"195016","MAP0002"
"195001","MAP0002"
"TROY226","MAP0002"
"TROY028","TROY089"
"TROY010","TROY089"
"TROY031","TROY089"
"TROY071","TROY089"
"D2B0103","GEN0012"
"FLEV103","FLEV129"
"FLEV117","FLEV129"
"VIGO102","FLEV129"
"FLEV_QT2","FLEV129"
"FLEV150","FLEV129"
"OSN0003","FLEV129"
"FLEV_QT1","FLEV129"
"FLEV106","FLEV129"
"VFH0047","FLEV129"
"IOSS001","BSN0004"
"VBA0001","VDMLR25"
"OUD2245","CUY0042"
"TROY110","TROY217"
"TROY172","TROY217"
"SARR606","TROY217"
"METZ647","TROY217"
"VFH0038","NOVY134"
"NOVY_QT4","NOVY134"
"TROY143","068141"
"BAR0008","068141"
"C4A_QT3","068141"
"VFH0035","VFH0049"
"C4A_QT3","VFH0049"
"185342","185096"
"185023","185096"
"185379","185096"
"068056","VEN0004"
"VNW0009","VDMWL47"
"C4CRH13","C4CRH17"
"VFH0037","VFH0033"
"VDMWL20","VDMB003"
"CUY0086","CUY0100"
"CUY0096","CUY0100"
"NWH0030","ALC0075"
"MAV0001","OKF_QT1"
"600M1","BHC0065"
"BSK0002","HKL_QT1"
"HOK0007","HKL_QT1"
"195035","195050"
"MAP0003","195050"
"195025","195050"
"195006","195050"
"195020","195050"
"195012","195050"
"195003","195050"
"195031","195050"
"195005","195050"
"SARR216","195050"
"195027","195050"
"195017","195050"
"VAL0025","195050"
"195010","195050"
"195036","195050"
"195008","195050"
"195015","195050"
"MMB0003","195050"
"VFH0035","195050"
"MAP0002","195050"
"195028","195050"
"195022","195050"
"195047","195050"
"195014","195050"
"195023","195050"
"195030","195050"
"VFH0051","195050"
"OFBG212","195050"
"195007","195050"
"195021","195050"
"195016","195050"
"195026","195050"
"195018","195050"
"195009","195050"
"202042","202052"
"202046","202052"
"BHC0059","BHC0056"
"MEK07W7","BHC0056"
"ELT0003","BHC0056"
"6001005","BHC0056"
"068032","BHC0056"
"LMH0004","BHC0056"
"VEND195","VEND133"
"VEND041","VEND133"
"202021","202108"
"202019","202108"
"202029","202108"
"202031","202108"
"TROY089","TROY010"
"068_QT06","ELT0003"
"VFH0027","ELT0003"
"ELT2002","ELT0003"
"ELT2003","ELT0003"
"068081","ELT0003"
"068072","ELT0003"
"BHC0056","ELT0003"
"068082","ELT0003"
"068_QT02","ELT0003"
"068022","ELT0003"
"ELT0002","ELT0003"
"068032","ELT0003"
"068115","ELT0003"
"068_QT01","ELT0003"
"068138","ELT0003"
"068024","ELT0003"
"068100","ELT0003"
"ELT0001","ELT0003"
"ELT_QT1","ELT0003"
"VEND217","VEND219"
"VEND220","VEND219"
"FLEV103","SARR609"
"CUY0034","CUY0081"
"CUY0078","CUY0081"
"VEND216","VEND215"
"FLEV124","VDMM001"
"VDMLR02","MMB0001"
"068135","068082"
"068_QT06","068082"
"068075","068082"
"068072","068082"
"ELT0003","068082"
"068032","068082"
"068115","068082"
"068_QT01","068082"
"068141","BAR0008"
"CUY0080","CUY0084"
"GEN_QT1","CUY0084"
"FLEV121","FLEV107"
"TROY099","FLEV107"
"FLEV104","FLEV107"
"METZ626","METZ618"
"202051","METZ618"
"METZ625","METZ618"
"VEND045","BJG0002"
"BAR_QT2","BJG0002"
"KNES30a","BJG0002"
"VEN0006","5851806"
"DIFO054","5851806"
"TROY039","TROY127"
"TROY214","TROY127"
"TROY090","TROY127"
"TROY180","TROY127"
"TROY105","TROY127"
"TROY216","TROY127"
"TROY125","TROY127"
"TROY150","TROY127"
"TROY025","TROY127"
"HRW2003","HRW_QT1"
"HRW3_QT1","HRW_QT1"
"1TN0108","HORB320"
"HORB324","HORB320"
"195022","HORB320"
"VDMW201","HORB324"
"SARR216","HORB324"
"HORB105","HORB324"
"SILL120","HORB324"
"HORB320","HORB324"
"ALC_QT1","ALC0035"
"C5A0307","ALC0035"
"SPR0004","ALC0035"
"ALC0049","ALC0035"
"SPR0003","ALC0035"
"VDMWL03","ALC0035"
"C5A0104","ALC0035"
"ELS0007","ALC0035"
"56304005","56304008"
"ELS0007","NWH0018"
"TROY055","TROY137"
"TROY102","TROY137"
"TROY025","TROY137"
"195011","195028"
"195036","195028"
"195008","195028"
"195050","195028"
"195047","195028"
"195014","195028"
"195026","195028"
"195009","195028"
"FLEV103","FLEV112"
"SPR0002","FLEV112"
"TROY066","FLEV112"
"TROY030","FLEV112"
"068124","068119"
"ABF0021","ABC0010"
"WHN_QT3","CUY0034"
"CUY0081","CUY0034"
"CUY0092","CUY0034"
"068087","068_QT02"
"068029","068_QT02"
"068144","068_QT02"
"068081","068_QT02"
"068072","068_QT02"
"ELT0003","068_QT02"
"068_QT01","068_QT02"
"068138","068_QT02"
"068024","068_QT02"
"068026","068_QT02"
"HRW3_QT1","HRW3004"
"IBYK_QT2","IBYK011"
"CUY0020","IBYK011"
"WHN0011","HRW3_QT1"
"HRW_QT1","HRW3_QT1"
"HRW3004","HRW3_QT1"
"HRW3003","HRW3_QT1"
"068087","068022"
"BHC0059","068022"
"068072","068022"
"ELT0003","068022"
"068115","068022"
"068_QT01","068022"
"068026","068022"
"ELT0005","HORB310"
"HORB312","HORB310"
"OFBG212","HORB310"
"HORB102","HORB310"
"202018","202080"
"202042","202080"
"202070","202080"
"202039","202080"
"202023","202080"
"202_QT1","202080"
"VAL0022","VAL0017"
"NOVY117","NOVY105"
"NOVY130","NOVY105"
"NOVY126","NOVY105"
"F1B0101","F1B0103"
"F1B0601","F1B0103"
"F1B0102","F1B0103"
"F1B0503","F1B0103"
"F1B0301","F1B0103"
"F1B0201","F1B0103"
"F1B0402","F1B0103"
"F1B0302","F1B0103"
"195035","195022"
"195025","195022"
"195020","195022"
"195012","195022"
"195031","195022"
"195017","195022"
"195011","195022"
"1TN0067","195022"
"195008","195022"
"195015","195022"
"195050","195022"
"HORB320","195022"
"FLEV113","195022"
"195014","195022"
"195019","195022"
"195023","195022"
"195007","195022"
"195021","195022"
"195026","195022"
"VFH_QT5","195022"
"195018","195022"
"195009","195022"
"ZLF0036","ZLF_QT1"
"EMP0014","ZLF_QT1"
"RAT0001","ZLF_QT1"
"STF0016","STF0019"
"STF0007","STF0019"
"STF0012","STF0019"
"STF0015","STF0019"
"STF0018","STF0019"
"TROY080","TROY061"
"1890102","VFH0032"
"185014","185374"
"185022","185374"
"185013","185374"
"185372","185374"
"NOVY131","NOVY133"
"VEND094","VEND036"
"VEND150","VEND036"
"VEND250","VEND036"
"VEND037","VEND036"
"1TN0123","1TN0119"
"1TN0116","1TN0119"
"1TN0117","1TN0119"
"LIW0002","NEW0005"
"388013","NEW0005"
"VBA0001","NEW0005"
"NEW0011","NEW0005"
"CUY0033","CUY0076"
"CUY0038","CUY0076"
"ELS0007","BHC0006"
"NOVY133","NOVY131"
"068005","NOVY131"
"VAL0014","1DH0019"
"1DH_QT1","1DH0019"
"1TN0101","OSP0003"
"OSP_QT1","OSP0003"
