"node","com_name","networktype"
"DEU_Q1","CPM_K3_01",4
"DMN1_Q1","CPM_K3_01",4
"DMN1_Q3","CPM_K3_01",4
"ELT_Q1","CPM_K3_01",4
"EMP_Q1","CPM_K3_01",4
"F1B_Q1","CPM_K3_01",4
"FLEV1_Q1","CPM_K3_01",4
"FLOR_Q1","CPM_K3_01",4
"FLOR_Q2","CPM_K3_01",4
"HOK_Q1","CPM_K3_01",4
"HOL_AAHO","CPM_K3_01",4
"HOL_KBMB","CPM_K3_01",4
"HOL_KMBQ","CPM_K3_01",4
"HOL_KORB","CPM_K3_01",4
"HOL_KORH","CPM_K3_01",4
"HOL_LKBB","CPM_K3_01",4
"HOL_LKSB","CPM_K3_01",4
"HOL_LKSH","CPM_K3_01",4
"HOL_MB253","CPM_K3_01",4
"HOL_MBRU","CPM_K3_01",4
"HOL_MBUF","CPM_K3_01",4
"HOL_MRBR","CPM_K3_01",4
"HOL_PALZ","CPM_K3_01",4
"HOL_SQUS","CPM_K3_01",4
"HOL_TATE","CPM_K3_01",4
"HOL_TMB11","CPM_K3_01",4
"HOL_TMB12","CPM_K3_01",4
"HOL_TMB21","CPM_K3_01",4
"HOL_TMB22","CPM_K3_01",4
"HOL_TRMB32","CPM_K3_01",4
"HOL_TRPB","CPM_K3_01",4
"HOL_TRRB","CPM_K3_01",4
"HOL_TRRS","CPM_K3_01",4
"HOL_WEDE","CPM_K3_01",4
"HOL_WEDW","CPM_K3_01",4
"HORB1_Q1","CPM_K3_01",4
"HORB2_Q1","CPM_K3_01",4
"HORB3_Q1","CPM_K3_01",4
"IALP_Q1","CPM_K3_01",4
"IWRD_Q1","CPM_K3_01",4
"MAP_Q1","CPM_K3_01",4
"METZ_Q3","CPM_K3_01",4
"MMB_Q1","CPM_K3_01",4
"NEW_Q1","CPM_K3_01",4
"NOVY_Q1","CPM_K3_01",4
"OFBG_Q1","CPM_K3_01",4
"OSH_Q1","CPM_K3_01",4
"OSND_Q1","CPM_K3_01",4
"POM4_Q1","CPM_K3_01",4
"SAND_Q1","CPM_K3_01",4
"SARR6_Q1","CPM_K3_01",4
"SAUL_Q1","CPM_K3_01",4
"SILL_Q2","CPM_K3_01",4
"SWP_Q1","CPM_K3_01",4
"TROY_Q1","CPM_K3_01",4
"VALK_Q1","CPM_K3_01",4
"VALK_Q2","CPM_K3_01",4
"VDM2W_Q1","CPM_K3_01",4
"VDMLR_Q1","CPM_K3_01",4
"VDMLR_Q2","CPM_K3_01",4
"VDMWL_Q1","CPM_K3_01",4
"VDMWL_Q3","CPM_K3_01",4
"VEN_Q1","CPM_K3_01",4
"VEND_Q1","CPM_K3_01",4
"VEND_Q3","CPM_K3_01",4
"VFH_Q1","CPM_K3_01",4
"VFH_Q2","CPM_K3_01",4
"VIGO_Q1","CPM_K3_01",4
"VNW_Q1","CPM_K3_01",4
"VRW_Q1","CPM_K3_01",4
"ALC_Q1","CPM_K3_02",4
"BSN_Q1","CPM_K3_02",4
"C5A_Q1","CPM_K3_02",4
"ELS_Q1","CPM_K3_02",4
"IJS_Q1","CPM_K3_02",4
"LRB_Q1","CPM_K3_02",4
"NWH_Q1","CPM_K3_02",4
"SPR_Q1","CPM_K3_02",4
"VDMM_Q1","CPM_K3_02",4
"VDMWL_Q2","CPM_K3_02",4
"VEL_Q2","CPM_K3_02",4
"VOW_Q1","CPM_K3_02",4
"VZS_Q1","CPM_K3_02",4
"388_Q1","CPM_K3_03",4
"585_Q2","CPM_K3_03",4
"600_Q1","CPM_K3_03",4
"DMN1_Q1","CPM_K3_03",4
"MB_Q1","CPM_K3_03",4
"MEK_Q1","CPM_K3_03",4
"NOVY_Q2","CPM_K3_03",4
"HOL_TITE","CPM_K3_04",4
"ILLA_Q1","CPM_K3_04",4
"TROY_Q1","CPM_K3_04",4
"ABC_Q1","CPM_K3_05",4
"DIF_Q1","CPM_K3_05",4
"WEF_Q1","CPM_K3_05",4
"1AH_Q1","CPM_K3_06",4
"CUY_Q1","CPM_K3_06",4
"GENP_Q1","CPM_K3_06",4
"CAO_Q1","CPM_K3_07",4
"OSP_Q1","CPM_K3_07",4
"RAT_Q1","CPM_K3_07",4
"ZLF_Q1","CPM_K3_07",4
"ATTO_Q1","CPM_K3_08",4
"HOL_KBMB","CPM_K3_08",4
"HOL_WEDE","CPM_K3_08",4
"068_Q1","CPM_K4_01",4
"068_Q2","CPM_K4_01",4
"195_Q1","CPM_K4_01",4
"1DH_Q1","CPM_K4_01",4
"1GDGem","CPM_K4_01",4
"1TN_Q1","CPM_K4_01",4
"202_Q1","CPM_K4_01",4
"563_Q1","CPM_K4_01",4
"587_Q1","CPM_K4_01",4
"BECRAA","CPM_K4_01",4
"BECRKO","CPM_K4_01",4
"BOUX_Q1","CPM_K4_01",4
"C4A_Q1","CPM_K4_01",4
"DMN1_Q3","CPM_K4_01",4
"ELT_Q1","CPM_K4_01",4
"FLEV1_Q1","CPM_K4_01",4
"FLOR_Q2","CPM_K4_01",4
"HOK_Q1","CPM_K4_01",4
"HOL_AAHO","CPM_K4_01",4
"HOL_KBMB","CPM_K4_01",4
"HOL_LKBB","CPM_K4_01",4
"HOL_LKSB","CPM_K4_01",4
"HOL_MBRU","CPM_K4_01",4
"HOL_MBUF","CPM_K4_01",4
"HOL_MRBR","CPM_K4_01",4
"HOL_PALZ","CPM_K4_01",4
"HOL_TMB12","CPM_K4_01",4
"HOL_TRPB","CPM_K4_01",4
"HOL_TRRB","CPM_K4_01",4
"HOL_TRRS","CPM_K4_01",4
"HORB3_Q1","CPM_K4_01",4
"IALP_Q1","CPM_K4_01",4
"MAP_Q1","CPM_K4_01",4
"MMB_Q1","CPM_K4_01",4
"SARR6_Q1","CPM_K4_01",4
"SILL_Q2","CPM_K4_01",4
"TROY_Q1","CPM_K4_01",4
"VALK_Q1","CPM_K4_01",4
"VALK_Q2","CPM_K4_01",4
"VDM2W_Q1","CPM_K4_01",4
"VDMLR_Q1","CPM_K4_01",4
"VDMLR_Q2","CPM_K4_01",4
"VDMWL_Q1","CPM_K4_01",4
"VDMWL_Q3","CPM_K4_01",4
"VEN_Q1","CPM_K4_01",4
"VFH_Q2","CPM_K4_01",4
"VIGO_Q1","CPM_K4_01",4
"VNW_Q1","CPM_K4_01",4
"VRW_Q1","CPM_K4_01",4
"IALP_Q1","CPM_K4_02",4
"NOVY_Q1","CPM_K4_02",4
"SILL_Q2","CPM_K4_02",4
"TROY_Q1","CPM_K4_02",4
"ALC_Q1","CPM_K4_03",4
"C5A_Q1","CPM_K4_03",4
"LRB_Q1","CPM_K4_03",4
"SPR_Q1","CPM_K4_03",4
"VDMM_Q1","CPM_K4_03",4
"VDMWL_Q2","CPM_K4_03",4
"VEL_Q2","CPM_K4_03",4
"VZS_Q1","CPM_K4_03",4
"388_Q1","CPM_K4_04",4
"585_Q2","CPM_K4_04",4
"600_Q1","CPM_K4_04",4
"DMN1_Q1","CPM_K4_04",4
"MEK_Q1","CPM_K4_04",4
"NOVY_Q2","CPM_K4_04",4
"068_Q1","CPM_K4_05",4
"068_Q2","CPM_K4_05",4
"HOL_TMB12","CPM_K4_05",4
"HOL_TMB21","CPM_K4_05",4
"DEU_Q1","CPM_K4_06",4
"EMP_Q1","CPM_K4_06",4
"NEW_Q1","CPM_K4_06",4
"OSND_Q1","CPM_K4_06",4
"202_Q1","CPM_K4_07",4
"HOL_KORB","CPM_K4_07",4
"HOL_MB253","CPM_K4_07",4
"HOL_TATE","CPM_K4_07",4
"HOL_TMB12","CPM_K4_07",4
"METZ_Q3","CPM_K4_07",4
"HOL_TRRB","CPM_K4_08",4
"HORB1_Q1","CPM_K4_08",4
"HORB2_Q1","CPM_K4_08",4
"HORB3_Q1","CPM_K4_08",4
"SAND_Q1","CPM_K4_08",4
"068_Q1","CPM_K5_01",4
"195_Q1","CPM_K5_01",4
"1DH_Q1","CPM_K5_01",4
"1GDGem","CPM_K5_01",4
"1TN_Q1","CPM_K5_01",4
"587_Q1","CPM_K5_01",4
"C4A_Q1","CPM_K5_01",4
"DMN1_Q3","CPM_K5_01",4
"ELT_Q1","CPM_K5_01",4
"FLEV1_Q1","CPM_K5_01",4
"FLOR_Q2","CPM_K5_01",4
"HOL_AAHO","CPM_K5_01",4
"HOL_KBMB","CPM_K5_01",4
"HOL_LKBB","CPM_K5_01",4
"HOL_LKSB","CPM_K5_01",4
"HOL_MBRU","CPM_K5_01",4
"HOL_MBUF","CPM_K5_01",4
"HOL_MRBR","CPM_K5_01",4
"HOL_PALZ","CPM_K5_01",4
"HOL_TRRB","CPM_K5_01",4
"HOL_TRRS","CPM_K5_01",4
"HORB3_Q1","CPM_K5_01",4
"SILL_Q2","CPM_K5_01",4
"TROY_Q1","CPM_K5_01",4
"VALK_Q2","CPM_K5_01",4
"VDM2W_Q1","CPM_K5_01",4
"VDMLR_Q1","CPM_K5_01",4
"VEN_Q1","CPM_K5_01",4
"VFH_Q2","CPM_K5_01",4
"VIGO_Q1","CPM_K5_01",4
"VNW_Q1","CPM_K5_01",4
"VRW_Q1","CPM_K5_01",4
"1GDGem","CPM_K5_02",4
"VALK_Q1","CPM_K5_02",4
"VDM2W_Q1","CPM_K5_02",4
"VNW_Q1","CPM_K5_02",4
"VRW_Q1","CPM_K5_02",4
"VALK_Q1","CPM_K5_03",4
"VDM2W_Q1","CPM_K5_03",4
"VDMLR_Q2","CPM_K5_03",4
"VDMWL_Q1","CPM_K5_03",4
"VNW_Q1","CPM_K5_03",4
"068_Q1","CPM_K6_01",4
"195_Q1","CPM_K6_01",4
"1DH_Q1","CPM_K6_01",4
"1TN_Q1","CPM_K6_01",4
"C4A_Q1","CPM_K6_01",4
"DMN1_Q3","CPM_K6_01",4
"ELT_Q1","CPM_K6_01",4
"HOL_KBMB","CPM_K6_01",4
"HOL_LKBB","CPM_K6_01",4
"HOL_LKSB","CPM_K6_01",4
"HOL_MBUF","CPM_K6_01",4
"HOL_MRBR","CPM_K6_01",4
"HOL_PALZ","CPM_K6_01",4
"HOL_TRRB","CPM_K6_01",4
"HOL_TRRS","CPM_K6_01",4
"HORB3_Q1","CPM_K6_01",4
"SILL_Q2","CPM_K6_01",4
"VALK_Q2","CPM_K6_01",4
"VDM2W_Q1","CPM_K6_01",4
"VDMLR_Q1","CPM_K6_01",4
"VEN_Q1","CPM_K6_01",4
"VFH_Q2","CPM_K6_01",4
"VNW_Q1","CPM_K6_01",4
"195_Q1","CPM_K6_02",4
"C4A_Q1","CPM_K6_02",4
"FLEV1_Q1","CPM_K6_02",4
"HOL_PALZ","CPM_K6_02",4
"VFH_Q2","CPM_K6_02",4
"VIGO_Q1","CPM_K6_02",4
"068_Q1","CPM_K7_01",4
"C4A_Q1","CPM_K7_01",4
"DMN1_Q3","CPM_K7_01",4
"HOL_KBMB","CPM_K7_01",4
"HOL_LKBB","CPM_K7_01",4
"HOL_LKSB","CPM_K7_01",4
"HOL_MBUF","CPM_K7_01",4
"HOL_MRBR","CPM_K7_01",4
"HOL_PALZ","CPM_K7_01",4
"HOL_TRRB","CPM_K7_01",4
"HOL_TRRS","CPM_K7_01",4
"HORB3_Q1","CPM_K7_01",4
"VFH_Q2","CPM_K7_01",4
"068_Q1","CPM_K8_01",4
"C4A_Q1","CPM_K8_01",4
"DMN1_Q3","CPM_K8_01",4
"HOL_KBMB","CPM_K8_01",4
"HOL_MRBR","CPM_K8_01",4
"HOL_TRRB","CPM_K8_01",4
"HOL_TRRS","CPM_K8_01",4
"VFH_Q2","CPM_K8_01",4
"068_Q1","CPM_K8_02",4
"C4A_Q1","CPM_K8_02",4
"DMN1_Q3","CPM_K8_02",4
"HOL_KBMB","CPM_K8_02",4
"HOL_LKBB","CPM_K8_02",4
"HOL_LKSB","CPM_K8_02",4
"HOL_MRBR","CPM_K8_02",4
"VFH_Q2","CPM_K8_02",4
"068_Q1","GN_ 1",4
"068_Q2","GN_ 1",4
"195_Q1","GN_ 1",4
"1DH_Q1","GN_ 1",4
"1GDGem","GN_ 1",4
"1TN_Q1","GN_ 1",4
"587_Q1","GN_ 1",4
"BECRAA","GN_ 1",4
"BECRKO","GN_ 1",4
"BECRWE","GN_ 1",4
"BOUX_Q1","GN_ 1",4
"C4A_Q1","GN_ 1",4
"DMN1_Q3","GN_ 1",4
"ELT_Q1","GN_ 1",4
"FLEV1_Q1","GN_ 1",4
"FLOR_Q2","GN_ 1",4
"GMW_Q1","GN_ 1",4
"HOL_AAHO","GN_ 1",4
"HOL_BDN2","GN_ 1",4
"HOL_GKZB","GN_ 1",4
"HOL_KBMB","GN_ 1",4
"HOL_KMBQ","GN_ 1",4
"HOL_KORH","GN_ 1",4
"HOL_LKBB","GN_ 1",4
"HOL_LKSB","GN_ 1",4
"HOL_MBRU","GN_ 1",4
"HOL_MBUF","GN_ 1",4
"HOL_MRBR","GN_ 1",4
"HOL_PALZ","GN_ 1",4
"HOL_SQUS","GN_ 1",4
"HOL_TMB11","GN_ 1",4
"HOL_TRPB","GN_ 1",4
"HOL_TRRB","GN_ 1",4
"HOL_TRRS","GN_ 1",4
"HORB1_Q1","GN_ 1",4
"HORB2_Q1","GN_ 1",4
"HORB3_Q1","GN_ 1",4
"LANG_Q1","GN_ 1",4
"MAP_Q1","GN_ 1",4
"MMB_Q1","GN_ 1",4
"OFBG_Q1","GN_ 1",4
"OSH_Q1","GN_ 1",4
"SAND_Q1","GN_ 1",4
"SARR2_Q2","GN_ 1",4
"SARR6_Q1","GN_ 1",4
"VALK_Q2","GN_ 1",4
"VDMLR_Q1","GN_ 1",4
"VEN_Q1","GN_ 1",4
"VEND_Q3","GN_ 1",4
"VFH_Q1","GN_ 1",4
"VFH_Q2","GN_ 1",4
"VIGO_Q1","GN_ 1",4
"VNW_Q1","GN_ 1",4
"068_Q3","GN_ 2",4
"HOK_Q1","GN_ 2",4
"VALK_Q1","GN_ 2",4
"VDM2W_Q1","GN_ 2",4
"VDML2_Q1","GN_ 2",4
"VDMLR_Q2","GN_ 2",4
"VDMWL_Q1","GN_ 2",4
"VDMWL_Q3","GN_ 2",4
"VRW_Q1","GN_ 2",4
"189_Q1","GN_ 3",4
"388_Q1","GN_ 3",4
"585_Q1","GN_ 3",4
"585_Q2","GN_ 3",4
"600_Q1","GN_ 3",4
"BAR_Q1","GN_ 3",4
"BJG_Q1","GN_ 3",4
"C4CRH_Q1","GN_ 3",4
"DMN1_Q1","GN_ 3",4
"DMN1_Q2","GN_ 3",4
"LIW_Q1","GN_ 3",4
"LRC_Q1","GN_ 3",4
"MB_Q1","GN_ 3",4
"MEK_Q1","GN_ 3",4
"MMB_Q2","GN_ 3",4
"NOVY_Q2","GN_ 3",4
"POM3_Q1","GN_ 3",4
"VFH_Q3","GN_ 3",4
"1AH_Q1","GN_ 4",4
"COS_Q1","GN_ 4",4
"CUY_Q1","GN_ 4",4
"DIK_Q1","GN_ 4",4
"GENP_Q1","GN_ 4",4
"STF_Q1","GN_ 4",4
"WHN_Q1","GN_ 4",4
"202_Q1","GN_ 5",4
"563_Q1","GN_ 5",4
"ATTO_Q1","GN_ 5",4
"HOL_K9SA","GN_ 5",4
"HOL_KORB","GN_ 5",4
"HOL_LKSH","GN_ 5",4
"HOL_MB253","GN_ 5",4
"HOL_TATE","GN_ 5",4
"HOL_TMB12","GN_ 5",4
"HOL_TMB21","GN_ 5",4
"HOL_TMB22","GN_ 5",4
"HOL_TRMB32","GN_ 5",4
"HOL_WEDE","GN_ 5",4
"HOL_WEDW","GN_ 5",4
"METZ_Q3","GN_ 5",4
"SARR2_Q1","GN_ 5",4
"VRIG_Q1","GN_ 5",4
"ABC_Q1","GN_ 6",4
"DIF_Q1","GN_ 6",4
"VEL_Q1","GN_ 6",4
"WEF_Q1","GN_ 6",4
"ALC_Q1","GN_ 7",4
"BSN_Q1","GN_ 7",4
"C5A_Q1","GN_ 7",4
"ELS_Q1","GN_ 7",4
"IJS_Q1","GN_ 7",4
"LRB_Q1","GN_ 7",4
"NWH_Q1","GN_ 7",4
"SPR_Q1","GN_ 7",4
"VDMM_Q1","GN_ 7",4
"VDMWL_Q2","GN_ 7",4
"VEL_Q2","GN_ 7",4
"VOW_Q1","GN_ 7",4
"VZS_Q1","GN_ 7",4
"ALC_Q3","GN_ 8",4
"CAO_Q1","GN_ 8",4
"IWRD_Q1","GN_ 8",4
"MAV_Q1","GN_ 8",4
"OSP_Q1","GN_ 8",4
"RAT_Q1","GN_ 8",4
"SILL_Q1","GN_ 8",4
"ZLF_Q1","GN_ 8",4
"AZW_Q1","GN_ 9",4
"BAW_Q1","GN_ 9",4
"BGA_Q1","GN_ 9",4
"BHC_Q1","GN_ 9",4
"D2A_Q1","GN_ 9",4
"DAAH_Q1","GN_ 9",4
"DEU_Q1","GN_ 9",4
"DMN4_Q1","GN_ 9",4
"EMP_Q1","GN_ 9",4
"F1B_Q1","GN_ 9",4
"FLEVO_Q1","GN_ 9",4
"HER_Q1","GN_ 9",4
"HRW_Q1","GN_ 9",4
"LMH_Q1","GN_ 9",4
"NEW_Q1","GN_ 9",4
"OSND_Q1","GN_ 9",4
"POM4_Q1","GN_ 9",4
"SWP_Q1","GN_ 9",4
"BECRMA","GN_10",4
"BECRRB","GN_10",4
"BECRSB","GN_10",4
"DAMP_Q1","GN_11",4
"FLOR_Q1","GN_11",4
"HOL_TITE","GN_11",4
"IALP_Q1","GN_11",4
"MAIR_Q1","GN_11",4
"NOVY_Q1","GN_11",4
"SAUL_Q1","GN_11",4
"SILL_Q2","GN_11",4
"TROY_Q1","GN_11",4
"VEND_Q1","GN_11",4
"WARC_Q1","GN_11",4
"FLEV1_Q2","GN_12",4
"ILLA_Q1","GN_12",4
"VIGN_Q1","GN_12",4
"HBW_Q1","GN_13",4
"LMH_Q2","GN_13",4
"HOK_Q2","GN_14",4
"RHH_Q1","GN_14",4
"HOL_MB259","GN_15",4
"HOL_MIWA","GN_15",4
"HOL_TWML","GN_15",4
